Notes,County,County Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths,ID
,"McCormick County, SC",45065.0,2021.0,2021.0,12.0,9760.0,Unreliable,63.5299,214.7705,35.4928,0.0016%,mh
,"Marion County, SC",45067.0,2018.0,2018.0,23.0,31039.0,74.1003,46.9729,111.1868,15.451,0.0031%,mh
,"Marion County, SC",45067.0,2019.0,2019.0,24.0,30657.0,78.2855,50.1591,116.4826,15.98,0.0032%,mh
,"Marion County, SC",45067.0,2020.0,2020.0,24.0,30158.0,79.5809,50.9891,118.41,16.2444,0.0032%,mh
,"Marion County, SC",45067.0,2021.0,2021.0,19.0,28784.0,Unreliable,39.742,103.0808,15.1435,0.0026%,mh
,"Marlboro County, SC",45069.0,2018.0,2018.0,24.0,26398.0,90.9160,58.2517,135.2757,18.5581,0.0032%,mh
,"Marlboro County, SC",45069.0,2019.0,2019.0,19.0,26118.0,Unreliable,43.7986,113.6028,16.6893,0.0026%,mh
,"Marlboro County, SC",45069.0,2020.0,2020.0,15.0,25581.0,Unreliable,32.8187,96.7134,15.1401,0.0020%,mh
,"Marlboro County, SC",45069.0,2021.0,2021.0,13.0,26382.0,Unreliable,26.2375,84.2635,13.6667,0.0017%,mh
,"Newberry County, SC",45071.0,2018.0,2018.0,39.0,38520.0,101.2461,71.9961,138.4065,16.2124,0.0052%,mh
,"Newberry County, SC",45071.0,2019.0,2019.0,55.0,38440.0,143.0801,107.788,186.2388,19.2929,0.0074%,mh
,"Newberry County, SC",45071.0,2020.0,2020.0,55.0,38445.0,143.0615,107.774,186.2146,19.2904,0.0074%,mh
,"Newberry County, SC",45071.0,2021.0,2021.0,41.0,37996.0,107.9061,77.4356,146.3865,16.8521,0.0055%,mh
,"Oconee County, SC",45073.0,2018.0,2018.0,49.0,78374.0,62.5207,46.2535,82.6555,8.9315,0.0066%,mh
,"Oconee County, SC",45073.0,2019.0,2019.0,44.0,79546.0,55.3139,40.1911,74.2562,8.3389,0.0059%,mh
,"Oconee County, SC",45073.0,2020.0,2020.0,45.0,80015.0,56.2395,41.0216,75.2529,8.3837,0.0060%,mh
,"Oconee County, SC",45073.0,2021.0,2021.0,53.0,79203.0,66.9167,50.1253,87.5283,9.1917,0.0071%,mh
,"Orangeburg County, SC",45075.0,2018.0,2018.0,51.0,86934.0,58.6652,43.6803,77.1342,8.2148,0.0069%,mh
,"Orangeburg County, SC",45075.0,2019.0,2019.0,53.0,86175.0,61.5028,46.0699,80.4468,8.4481,0.0071%,mh
,"Orangeburg County, SC",45075.0,2020.0,2020.0,74.0,85343.0,86.7089,68.0856,108.8553,10.0797,0.0099%,mh
,"Orangeburg County, SC",45075.0,2021.0,2021.0,63.0,82962.0,75.9384,58.3533,97.1578,9.5673,0.0085%,mh
,"Pickens County, SC",45077.0,2018.0,2018.0,71.0,124937.0,56.8286,44.3837,71.6814,6.7443,0.0095%,mh
,"Pickens County, SC",45077.0,2019.0,2019.0,87.0,126884.0,68.5666,54.9191,84.5769,7.3511,0.0117%,mh
,"Pickens County, SC",45077.0,2020.0,2020.0,73.0,127983.0,57.0388,44.7093,71.7178,6.6759,0.0098%,mh
,"Pickens County, SC",45077.0,2021.0,2021.0,71.0,132229.0,53.6947,41.9361,67.7284,6.3724,0.0095%,mh
,"Richland County, SC",45079.0,2018.0,2018.0,221.0,414576.0,53.3075,46.2792,60.3357,3.5858,0.0297%,mh
,"Richland County, SC",45079.0,2019.0,2019.0,221.0,415759.0,53.1558,46.1475,60.1641,3.5756,0.0297%,mh
,"Richland County, SC",45079.0,2020.0,2020.0,236.0,419051.0,56.3177,49.1324,63.503,3.666,0.0317%,mh
,"Richland County, SC",45079.0,2021.0,2021.0,172.0,418307.0,41.1181,34.9731,47.2632,3.1352,0.0231%,mh
,"Saluda County, SC",45081.0,2018.0,2018.0,29.0,20544.0,141.1604,94.538,202.7304,26.2128,0.0039%,mh
,"Saluda County, SC",45081.0,2020.0,2020.0,34.0,20315.0,167.3640,115.9046,233.8745,28.7027,0.0046%,mh
,"Saluda County, SC",45081.0,2021.0,2021.0,16.0,18821.0,Unreliable,48.5917,138.0535,21.2529,0.0022%,mh
,"Spartanburg County, SC",45083.0,2018.0,2018.0,245.0,313888.0,78.0533,68.2795,87.8271,4.9866,0.0329%,mh
,"Spartanburg County, SC",45083.0,2019.0,2019.0,245.0,319785.0,76.6140,67.0204,86.2076,4.8947,0.0329%,mh
,"Spartanburg County, SC",45083.0,2020.0,2020.0,310.0,326205.0,95.0323,84.4532,105.6113,5.3975,0.0417%,mh
,"Spartanburg County, SC",45083.0,2021.0,2021.0,240.0,335864.0,71.4575,62.4169,80.4981,4.6126,0.0323%,mh
,"Sumter County, SC",45085.0,2018.0,2018.0,79.0,106512.0,74.1700,58.7212,92.4381,8.3448,0.0106%,mh
,"Sumter County, SC",45085.0,2019.0,2019.0,83.0,106721.0,77.7729,61.9453,96.4112,8.5367,0.0112%,mh
,"Sumter County, SC",45085.0,2020.0,2020.0,93.0,106360.0,87.4389,70.5745,107.1188,9.067,0.0125%,mh
,"Sumter County, SC",45085.0,2021.0,2021.0,73.0,104758.0,69.6844,54.6214,87.6177,8.1559,0.0098%,mh
,"Union County, SC",45087.0,2018.0,2018.0,19.0,27410.0,Unreliable,41.7341,108.248,15.9026,0.0026%,mh
,"Union County, SC",45087.0,2019.0,2019.0,24.0,27316.0,87.8606,56.294,130.7295,17.9345,0.0032%,mh
,"Union County, SC",45087.0,2020.0,2020.0,32.0,26991.0,118.5580,81.0937,167.3684,20.9583,0.0043%,mh
,"Union County, SC",45087.0,2021.0,2021.0,26.0,27016.0,96.2393,62.8664,141.0127,18.8741,0.0035%,mh
,"Williamsburg County, SC",45089.0,2018.0,2018.0,22.0,30606.0,71.8813,45.0473,108.8291,15.3252,0.0030%,mh
,"Williamsburg County, SC",45089.0,2019.0,2019.0,12.0,30368.0,Unreliable,20.4179,69.0253,11.4071,0.0016%,mh
,"Williamsburg County, SC",45089.0,2020.0,2020.0,21.0,29825.0,70.4107,43.5856,107.6305,15.3649,0.0028%,mh
,"Williamsburg County, SC",45089.0,2021.0,2021.0,15.0,30484.0,Unreliable,27.5402,81.1581,12.705,0.0020%,mh
,"York County, SC",45091.0,2018.0,2018.0,162.0,274118.0,59.0986,49.9979,68.1994,4.6432,0.0218%,mh
,"York County, SC",45091.0,2019.0,2019.0,159.0,280979.0,56.5879,47.7919,65.3838,4.4877,0.0214%,mh
,"York County, SC",45091.0,2020.0,2020.0,174.0,289105.0,60.1857,51.2429,69.1286,4.5627,0.0234%,mh
,"York County, SC",45091.0,2021.0,2021.0,134.0,288595.0,46.4319,38.5701,54.2936,4.0111,0.0180%,mh
,"Beadle County, SD",46005.0,2020.0,2020.0,15.0,18513.0,Unreliable,45.3484,133.6372,20.9203,0.0020%,mh
,"Brookings County, SD",46011.0,2018.0,2018.0,10.0,35232.0,Unreliable,13.6109,52.198,8.9756,0.0013%,mh
,"Brookings County, SD",46011.0,2019.0,2019.0,10.0,35077.0,Unreliable,13.6711,52.4287,9.0152,0.0013%,mh
,"Brookings County, SD",46011.0,2020.0,2020.0,10.0,35603.0,Unreliable,13.4691,51.6541,8.8821,0.0013%,mh
,"Brookings County, SD",46011.0,2021.0,2021.0,11.0,34639.0,Unreliable,15.8527,56.8206,9.5748,0.0015%,mh
,"Brown County, SD",46013.0,2018.0,2018.0,20.0,39316.0,50.8699,31.0728,78.5645,11.3748,0.0027%,mh
,"Brown County, SD",46013.0,2019.0,2019.0,22.0,38839.0,56.6441,35.4983,85.7597,12.0766,0.0030%,mh
,"Brown County, SD",46013.0,2020.0,2020.0,26.0,38738.0,67.1176,43.8432,98.3427,13.1628,0.0035%,mh
,"Brown County, SD",46013.0,2021.0,2021.0,19.0,38101.0,Unreliable,30.0237,77.874,11.4404,0.0026%,mh
,"Codington County, SD",46029.0,2018.0,2018.0,12.0,28015.0,Unreliable,22.1329,74.8228,12.3652,0.0016%,mh
,"Codington County, SD",46029.0,2019.0,2019.0,16.0,28009.0,Unreliable,32.6518,92.7668,14.2811,0.0022%,mh
,"Codington County, SD",46029.0,2021.0,2021.0,18.0,28427.0,Unreliable,37.5273,100.073,14.9247,0.0024%,mh
,"Davison County, SD",46035.0,2020.0,2020.0,19.0,19812.0,Unreliable,57.7394,149.7617,22.0013,0.0026%,mh
,"Davison County, SD",46035.0,2021.0,2021.0,12.0,19878.0,Unreliable,31.1929,105.4513,17.4268,0.0016%,mh
,"Hughes County, SD",46065.0,2021.0,2021.0,13.0,17694.0,Unreliable,39.1205,125.638,20.3773,0.0017%,mh
,"Lawrence County, SD",46081.0,2018.0,2018.0,17.0,25741.0,Unreliable,38.4724,105.7406,16.0177,0.0023%,mh
,"Lawrence County, SD",46081.0,2019.0,2019.0,11.0,25844.0,Unreliable,21.2475,76.1573,12.8332,0.0015%,mh
,"Lawrence County, SD",46081.0,2020.0,2020.0,11.0,26221.0,Unreliable,20.942,75.0623,12.6487,0.0015%,mh
,"Lawrence County, SD",46081.0,2021.0,2021.0,11.0,26165.0,Unreliable,20.9868,75.2229,12.6758,0.0015%,mh
,"Lincoln County, SD",46083.0,2018.0,2018.0,13.0,58807.0,Unreliable,11.7707,37.8023,6.1312,0.0017%,mh
,"Lincoln County, SD",46083.0,2019.0,2019.0,16.0,61128.0,Unreliable,14.9611,42.506,6.5436,0.0022%,mh
,"Lincoln County, SD",46083.0,2020.0,2020.0,20.0,63019.0,31.7365,19.3856,49.0144,7.0965,0.0027%,mh
,"Lincoln County, SD",46083.0,2021.0,2021.0,15.0,67870.0,Unreliable,12.3698,36.4524,5.7065,0.0020%,mh
,"Meade County, SD",46093.0,2018.0,2018.0,17.0,28294.0,Unreliable,35.001,96.1995,14.5724,0.0023%,mh
,"Meade County, SD",46093.0,2019.0,2019.0,12.0,28332.0,Unreliable,21.8852,73.9856,12.2268,0.0016%,mh
,"Meade County, SD",46093.0,2020.0,2020.0,12.0,28588.0,Unreliable,21.6892,73.3231,12.1173,0.0016%,mh
,"Meade County, SD",46093.0,2021.0,2021.0,14.0,30173.0,Unreliable,25.3669,77.8498,12.4007,0.0019%,mh
,"Minnehaha County, SD",46099.0,2018.0,2018.0,96.0,192876.0,49.7729,40.3161,60.7812,5.0799,0.0129%,mh
,"Minnehaha County, SD",46099.0,2019.0,2019.0,71.0,193134.0,36.7620,28.7115,46.3702,4.3629,0.0095%,mh
,"Minnehaha County, SD",46099.0,2020.0,2020.0,90.0,196659.0,45.7645,36.8001,56.2523,4.824,0.0121%,mh
,"Minnehaha County, SD",46099.0,2021.0,2021.0,95.0,199685.0,47.5749,38.491,58.158,4.8811,0.0128%,mh
,"Pennington County, SD",46103.0,2018.0,2018.0,60.0,111729.0,53.7014,40.98,69.1244,6.9328,0.0081%,mh
,"Pennington County, SD",46103.0,2019.0,2019.0,45.0,113775.0,39.5517,28.8494,52.9234,5.896,0.0060%,mh
,"Pennington County, SD",46103.0,2020.0,2020.0,56.0,115926.0,48.3067,36.4904,62.7301,6.4553,0.0075%,mh
,"Pennington County, SD",46103.0,2021.0,2021.0,77.0,111806.0,68.8693,54.3503,86.0749,7.8484,0.0103%,mh
,"Shannon County, SD",46113.0,2018.0,2018.0,11.0,14309.0,Unreliable,38.3758,137.5504,23.1786,0.0015%,mh
,"Shannon County, SD",46113.0,2021.0,2021.0,11.0,13586.0,Unreliable,40.4181,144.8703,24.4121,0.0015%,mh
,"Todd County, SD",46121.0,2021.0,2021.0,12.0,9286.0,Unreliable,66.7728,225.7334,37.3046,0.0016%,mh
,"Union County, SD",46127.0,2018.0,2018.0,11.0,15619.0,Unreliable,35.1572,126.0137,21.2346,0.0015%,mh
,"Union County, SD",46127.0,2019.0,2019.0,10.0,15932.0,Unreliable,30.0992,115.4306,19.8486,0.0013%,mh
,"Yankton County, SD",46135.0,2021.0,2021.0,14.0,23297.0,Unreliable,32.8538,100.8268,16.0607,0.0019%,mh
,"Anderson County, TN",47001.0,2018.0,2018.0,69.0,76482.0,90.2173,70.1945,114.1754,10.8609,0.0093%,mh
,"Anderson County, TN",47001.0,2019.0,2019.0,75.0,76978.0,97.4304,76.6349,122.13,11.2503,0.0101%,mh
,"Anderson County, TN",47001.0,2020.0,2020.0,68.0,77558.0,87.6763,68.0842,111.1508,10.6323,0.0091%,mh
,"Anderson County, TN",47001.0,2021.0,2021.0,87.0,77576.0,112.1481,89.8261,138.3347,12.0235,0.0117%,mh
,"Bedford County, TN",47003.0,2018.0,2018.0,13.0,49038.0,Unreliable,14.1155,45.333,7.3526,0.0017%,mh
,"Bedford County, TN",47003.0,2019.0,2019.0,18.0,49713.0,Unreliable,21.4589,57.2239,8.5343,0.0024%,mh
,"Bedford County, TN",47003.0,2020.0,2020.0,31.0,50179.0,61.7788,41.9756,87.6901,11.0958,0.0042%,mh
,"Bedford County, TN",47003.0,2021.0,2021.0,41.0,51119.0,80.2050,57.5567,108.8069,12.5259,0.0055%,mh
,"Benton County, TN",47005.0,2018.0,2018.0,10.0,16184.0,Unreliable,29.6305,113.6332,19.5395,0.0013%,mh
,"Benton County, TN",47005.0,2019.0,2019.0,10.0,16160.0,Unreliable,29.6745,113.802,19.5685,0.0013%,mh
,"Benton County, TN",47005.0,2021.0,2021.0,12.0,15872.0,Unreliable,39.0658,132.0665,21.8252,0.0016%,mh
,"Bledsoe County, TN",47007.0,2018.0,2018.0,15.0,14755.0,Unreliable,56.8983,167.6737,26.2486,0.0020%,mh
,"Blount County, TN",47009.0,2018.0,2018.0,74.0,131349.0,56.3385,44.2381,70.7279,6.5492,0.0099%,mh
,"Blount County, TN",47009.0,2019.0,2019.0,82.0,133088.0,61.6134,49.003,76.4782,6.8041,0.0110%,mh
,"Blount County, TN",47009.0,2020.0,2020.0,101.0,134751.0,74.9531,60.3352,89.571,7.4581,0.0136%,mh
,"Blount County, TN",47009.0,2021.0,2021.0,132.0,137605.0,95.9267,79.562,112.2915,8.3494,0.0177%,mh
,"Bradley County, TN",47011.0,2018.0,2018.0,56.0,106727.0,52.4703,39.6356,68.1369,7.0116,0.0075%,mh
,"Bradley County, TN",47011.0,2019.0,2019.0,51.0,108110.0,47.1742,35.1245,62.0255,6.6057,0.0069%,mh
,"Bradley County, TN",47011.0,2020.0,2020.0,50.0,109071.0,45.8417,34.0246,60.4368,6.483,0.0067%,mh
,"Bradley County, TN",47011.0,2021.0,2021.0,45.0,110162.0,40.8489,29.7956,54.6591,6.0894,0.0060%,mh
,"Campbell County, TN",47013.0,2018.0,2018.0,37.0,39583.0,93.4745,65.8144,128.8424,15.3671,0.0050%,mh
,"Campbell County, TN",47013.0,2019.0,2019.0,33.0,39842.0,82.8272,57.0141,116.32,14.4184,0.0044%,mh
,"Campbell County, TN",47013.0,2020.0,2020.0,35.0,39837.0,87.8580,61.1966,122.1894,14.8507,0.0047%,mh
,"Campbell County, TN",47013.0,2021.0,2021.0,32.0,39578.0,80.8530,55.3035,114.1402,14.2929,0.0043%,mh
,"Cannon County, TN",47015.0,2020.0,2020.0,11.0,14847.0,Unreliable,36.9852,132.566,22.3387,0.0015%,mh
,"Cannon County, TN",47015.0,2021.0,2021.0,17.0,14553.0,Unreliable,68.0491,187.0315,28.3317,0.0023%,mh
,"Carroll County, TN",47017.0,2018.0,2018.0,12.0,28020.0,Unreliable,22.1289,74.8094,12.363,0.0016%,mh
,"Carroll County, TN",47017.0,2019.0,2019.0,16.0,27767.0,Unreliable,32.9364,93.5753,14.4056,0.0022%,mh
,"Carroll County, TN",47017.0,2020.0,2020.0,12.0,27779.0,Unreliable,22.3209,75.4584,12.4702,0.0016%,mh
,"Carroll County, TN",47017.0,2021.0,2021.0,27.0,28432.0,94.9634,62.5818,138.167,18.2757,0.0036%,mh
,"Carter County, TN",47019.0,2018.0,2018.0,74.0,56351.0,131.3198,103.1149,164.8601,15.2656,0.0099%,mh
,"Carter County, TN",47019.0,2019.0,2019.0,62.0,56391.0,109.9466,84.295,140.9461,13.9632,0.0083%,mh
,"Carter County, TN",47019.0,2020.0,2020.0,60.0,56418.0,106.3490,81.156,136.8925,13.7296,0.0081%,mh
,"Carter County, TN",47019.0,2021.0,2021.0,49.0,56134.0,87.2911,64.5788,115.4032,12.4702,0.0066%,mh
,"Cheatham County, TN",47021.0,2018.0,2018.0,29.0,40439.0,71.7130,48.0276,102.992,13.3168,0.0039%,mh
,"Cheatham County, TN",47021.0,2019.0,2019.0,17.0,40667.0,Unreliable,24.3519,66.9307,10.1387,0.0023%,mh
,"Cheatham County, TN",47021.0,2020.0,2020.0,21.0,41101.0,51.0936,31.628,78.1023,11.1495,0.0028%,mh
,"Cheatham County, TN",47021.0,2021.0,2021.0,33.0,41523.0,79.4740,54.7059,111.6109,13.8347,0.0044%,mh
,"Claiborne County, TN",47025.0,2018.0,2018.0,28.0,31756.0,88.1723,58.5896,127.4337,16.663,0.0038%,mh
,"Claiborne County, TN",47025.0,2019.0,2019.0,20.0,31959.0,62.5802,38.2259,96.6501,13.9934,0.0027%,mh
,"Claiborne County, TN",47025.0,2020.0,2020.0,30.0,32023.0,93.6827,63.2077,133.7376,17.104,0.0040%,mh
,"Claiborne County, TN",47025.0,2021.0,2021.0,19.0,32267.0,Unreliable,35.4521,91.9539,13.5088,0.0026%,mh
,"Cocke County, TN",47029.0,2018.0,2018.0,15.0,35774.0,Unreliable,23.4677,69.1571,10.8263,0.0020%,mh
,"Cocke County, TN",47029.0,2019.0,2019.0,26.0,36004.0,72.2142,47.1725,105.8104,14.1624,0.0035%,mh
,"Cocke County, TN",47029.0,2020.0,2020.0,26.0,36225.0,71.7736,46.8847,105.1649,14.076,0.0035%,mh
,"Cocke County, TN",47029.0,2021.0,2021.0,21.0,36418.0,57.6638,35.695,88.1455,12.5833,0.0028%,mh
,"Coffee County, TN",47031.0,2018.0,2018.0,21.0,55700.0,37.7020,23.3383,57.6316,8.2272,0.0028%,mh
,"Coffee County, TN",47031.0,2019.0,2019.0,25.0,56520.0,44.2321,28.6248,65.2955,8.8464,0.0034%,mh
,"Coffee County, TN",47031.0,2020.0,2020.0,43.0,57632.0,74.6113,53.9962,100.5007,11.3781,0.0058%,mh
,"Coffee County, TN",47031.0,2021.0,2021.0,32.0,59032.0,54.2079,37.0782,76.5253,9.5827,0.0043%,mh
,"Crockett County, TN",47033.0,2018.0,2018.0,12.0,14328.0,Unreliable,43.2755,146.2982,24.1771,0.0016%,mh
,"Crockett County, TN",47033.0,2019.0,2019.0,14.0,14230.0,Unreliable,53.7874,165.0711,26.2941,0.0019%,mh
,"Cumberland County, TN",47035.0,2018.0,2018.0,54.0,59673.0,90.4932,67.9812,118.0737,12.3146,0.0073%,mh
,"Cumberland County, TN",47035.0,2019.0,2019.0,51.0,60520.0,84.2697,62.7447,110.7994,11.8001,0.0069%,mh
,"Cumberland County, TN",47035.0,2020.0,2020.0,49.0,61603.0,79.5416,58.8457,105.1579,11.3631,0.0066%,mh
,"Cumberland County, TN",47035.0,2021.0,2021.0,58.0,62451.0,92.8728,70.522,120.0595,12.1948,0.0078%,mh
,"Davidson County, TN",47037.0,2018.0,2018.0,302.0,692587.0,43.6046,38.6867,48.5226,2.5092,0.0406%,mh
,"Davidson County, TN",47037.0,2019.0,2019.0,346.0,694144.0,49.8456,44.5933,55.0978,2.6797,0.0465%,mh
,"Davidson County, TN",47037.0,2020.0,2020.0,342.0,694176.0,49.2670,44.0455,54.4886,2.6641,0.0460%,mh
,"Davidson County, TN",47037.0,2021.0,2021.0,377.0,703953.0,53.5547,48.1486,58.9608,2.7582,0.0507%,mh
,"Decatur County, TN",47039.0,2018.0,2018.0,14.0,11706.0,Unreliable,65.3848,200.6631,31.9636,0.0019%,mh
,"Decatur County, TN",47039.0,2021.0,2021.0,15.0,11391.0,Unreliable,73.7016,217.1912,34.0004,0.0020%,mh
,"DeKalb County, TN",47041.0,2019.0,2019.0,13.0,20490.0,Unreliable,33.7822,108.4939,17.5966,0.0017%,mh
,"DeKalb County, TN",47041.0,2020.0,2020.0,14.0,20837.0,Unreliable,36.7324,112.7303,17.9568,0.0019%,mh
,"DeKalb County, TN",47041.0,2021.0,2021.0,26.0,20478.0,126.9655,82.9377,186.0337,24.9,0.0035%,mh
,"Dickson County, TN",47043.0,2018.0,2018.0,37.0,53446.0,69.2288,48.7433,95.4228,11.3811,0.0050%,mh
,"Dickson County, TN",47043.0,2019.0,2019.0,37.0,53948.0,68.5846,48.2897,94.5349,11.2752,0.0050%,mh
,"Dickson County, TN",47043.0,2020.0,2020.0,33.0,54376.0,60.6885,41.775,85.2292,10.5645,0.0044%,mh
,"Dickson County, TN",47043.0,2021.0,2021.0,32.0,55292.0,57.8746,39.5862,81.7015,10.2309,0.0043%,mh
,"Dyer County, TN",47045.0,2018.0,2018.0,22.0,37320.0,58.9496,36.9431,89.2503,12.5681,0.0030%,mh
,"Dyer County, TN",47045.0,2019.0,2019.0,26.0,37159.0,69.9696,45.7062,102.5215,13.7222,0.0035%,mh
,"Dyer County, TN",47045.0,2020.0,2020.0,22.0,36693.0,59.9569,37.5744,90.7754,12.7829,0.0030%,mh
,"Dyer County, TN",47045.0,2021.0,2021.0,25.0,36615.0,68.2780,44.1861,100.792,13.6556,0.0034%,mh
,"Fayette County, TN",47047.0,2018.0,2018.0,25.0,40507.0,61.7177,39.9406,91.1077,12.3435,0.0034%,mh
,"Fayette County, TN",47047.0,2019.0,2019.0,15.0,41133.0,Unreliable,20.4103,60.147,9.4158,0.0020%,mh
,"Fayette County, TN",47047.0,2020.0,2020.0,17.0,41620.0,Unreliable,23.7943,65.3981,9.9065,0.0023%,mh
,"Fayette County, TN",47047.0,2021.0,2021.0,28.0,42832.0,65.3717,43.4388,94.4804,12.3541,0.0038%,mh
,"Fentress County, TN",47049.0,2019.0,2019.0,12.0,18523.0,Unreliable,33.4747,113.1653,18.7016,0.0016%,mh
,"Fentress County, TN",47049.0,2020.0,2020.0,13.0,18787.0,Unreliable,36.8445,118.3286,19.1917,0.0017%,mh
,"Fentress County, TN",47049.0,2021.0,2021.0,26.0,18850.0,137.9310,90.1007,202.1007,27.0505,0.0035%,mh
,"Franklin County, TN",47051.0,2018.0,2018.0,26.0,41890.0,62.0673,40.5442,90.9429,12.1724,0.0035%,mh
,"Franklin County, TN",47051.0,2019.0,2019.0,23.0,42208.0,54.4920,34.543,81.7648,11.3624,0.0031%,mh
,"Franklin County, TN",47051.0,2020.0,2020.0,26.0,42485.0,61.1981,39.9764,89.6692,12.0019,0.0035%,mh
,"Franklin County, TN",47051.0,2021.0,2021.0,28.0,43215.0,64.7923,43.0538,93.643,12.2446,0.0038%,mh
,"Gibson County, TN",47053.0,2018.0,2018.0,29.0,49045.0,59.1294,39.6001,84.9198,10.98,0.0039%,mh
,"Gibson County, TN",47053.0,2019.0,2019.0,36.0,49133.0,73.2705,51.3179,101.4372,12.2118,0.0048%,mh
,"Gibson County, TN",47053.0,2020.0,2020.0,32.0,49159.0,65.0949,44.5249,91.8945,11.5073,0.0043%,mh
,"Gibson County, TN",47053.0,2021.0,2021.0,39.0,50541.0,77.1651,54.8721,105.487,12.3563,0.0052%,mh
,"Giles County, TN",47055.0,2018.0,2018.0,18.0,29503.0,Unreliable,36.1586,96.4232,14.3804,0.0024%,mh
,"Giles County, TN",47055.0,2019.0,2019.0,32.0,29464.0,108.6071,74.2873,153.3207,19.1992,0.0043%,mh
,"Giles County, TN",47055.0,2020.0,2020.0,20.0,29530.0,67.7277,41.3701,104.6001,15.1444,0.0027%,mh
,"Giles County, TN",47055.0,2021.0,2021.0,11.0,30542.0,Unreliable,17.9792,64.4427,10.8592,0.0015%,mh
,"Grainger County, TN",47057.0,2018.0,2018.0,28.0,23145.0,120.9765,80.3876,174.8448,22.8624,0.0038%,mh
,"Grainger County, TN",47057.0,2019.0,2019.0,17.0,23320.0,Unreliable,42.4665,116.7183,17.6806,0.0023%,mh
,"Grainger County, TN",47057.0,2020.0,2020.0,21.0,23565.0,89.1152,55.1641,136.2224,19.4465,0.0028%,mh
,"Grainger County, TN",47057.0,2021.0,2021.0,18.0,23763.0,Unreliable,44.8928,119.7144,17.854,0.0024%,mh
,"Greene County, TN",47059.0,2018.0,2018.0,88.0,69087.0,127.3756,102.1591,156.9306,13.5783,0.0118%,mh
,"Greene County, TN",47059.0,2019.0,2019.0,84.0,69069.0,121.6175,97.007,150.571,13.2696,0.0113%,mh
,"Greene County, TN",47059.0,2020.0,2020.0,61.0,69571.0,87.6802,67.0683,112.6287,11.2263,0.0082%,mh
,"Greene County, TN",47059.0,2021.0,2021.0,69.0,70621.0,97.7046,76.0201,123.6511,11.7623,0.0093%,mh
,"Grundy County, TN",47061.0,2019.0,2019.0,10.0,13427.0,Unreliable,35.7146,136.9658,23.5516,0.0013%,mh
,"Hamblen County, TN",47063.0,2018.0,2018.0,38.0,64569.0,58.8518,41.647,80.7788,9.547,0.0051%,mh
,"Hamblen County, TN",47063.0,2019.0,2019.0,40.0,64934.0,61.6010,44.0084,83.8833,9.74,0.0054%,mh
,"Hamblen County, TN",47063.0,2020.0,2020.0,40.0,65110.0,61.4345,43.8894,83.6566,9.7136,0.0054%,mh
,"Hamblen County, TN",47063.0,2021.0,2021.0,31.0,64468.0,48.0859,32.6719,68.254,8.6365,0.0042%,mh
,"Hamilton County, TN",47065.0,2018.0,2018.0,181.0,364286.0,49.6862,42.4477,56.9248,3.6931,0.0243%,mh
,"Hamilton County, TN",47065.0,2019.0,2019.0,212.0,367804.0,57.6394,49.8804,65.3984,3.9587,0.0285%,mh
,"Hamilton County, TN",47065.0,2020.0,2020.0,202.0,371662.0,54.3505,46.8553,61.8457,3.8241,0.0271%,mh
,"Hamilton County, TN",47065.0,2021.0,2021.0,182.0,369135.0,49.3045,42.1413,56.4676,3.6547,0.0245%,mh
,"Hardeman County, TN",47069.0,2020.0,2020.0,12.0,24836.0,Unreliable,24.9659,84.4001,13.9479,0.0016%,mh
,"Hardeman County, TN",47069.0,2021.0,2021.0,19.0,25426.0,Unreliable,44.9907,116.6946,17.1435,0.0026%,mh
,"Hardin County, TN",47071.0,2018.0,2018.0,19.0,25776.0,Unreliable,44.3798,115.1101,16.9107,0.0026%,mh
,"Hardin County, TN",47071.0,2019.0,2019.0,23.0,25652.0,89.6616,56.8374,134.5364,18.6957,0.0031%,mh
,"Hardin County, TN",47071.0,2020.0,2020.0,19.0,25583.0,Unreliable,44.7146,115.9785,17.0383,0.0026%,mh
,"Hardin County, TN",47071.0,2021.0,2021.0,17.0,26892.0,Unreliable,36.8257,101.2149,15.3321,0.0023%,mh
,"Hawkins County, TN",47073.0,2018.0,2018.0,41.0,56530.0,72.5279,52.0474,98.392,11.3269,0.0055%,mh
,"Hawkins County, TN",47073.0,2019.0,2019.0,51.0,56786.0,89.8109,66.8705,118.0851,12.576,0.0069%,mh
,"Hawkins County, TN",47073.0,2020.0,2020.0,39.0,56775.0,68.6922,48.847,93.9043,10.9996,0.0052%,mh
,"Hawkins County, TN",47073.0,2021.0,2021.0,40.0,57288.0,69.8227,49.882,95.0789,11.0399,0.0054%,mh
,"Haywood County, TN",47075.0,2018.0,2018.0,13.0,17335.0,Unreliable,39.9307,128.2399,20.7993,0.0017%,mh
,"Haywood County, TN",47075.0,2019.0,2019.0,16.0,17304.0,Unreliable,52.8516,150.1563,23.116,0.0022%,mh
,"Haywood County, TN",47075.0,2021.0,2021.0,11.0,17694.0,Unreliable,31.0342,111.2359,18.7443,0.0015%,mh
,"Henderson County, TN",47077.0,2018.0,2018.0,14.0,27847.0,Unreliable,27.4857,84.3524,13.4365,0.0019%,mh
