"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Penobscot County, ME"	"23019"	"2019"	"2019"	177	152148	116.3341	99.1955	133.4727	8.7442	0.0238%
	"Penobscot County, ME"	"23019"	"2020"	"2020"	179	151655	118.0311	100.7398	135.3223	8.8221	0.0241%
	"Penobscot County, ME"	"23019"	"2021 "	"2021"	159	152765	104.0814	87.9032	120.2597	8.2542	0.0214%
	"Piscataquis County, ME"	"23021"	"2018"	"2018"	35	16800	208.3333	145.1125	289.7417	35.2148	0.0047%
	"Piscataquis County, ME"	"23021"	"2019"	"2019"	31	16785	184.6887	125.4867	262.1508	33.1711	0.0042%
	"Piscataquis County, ME"	"23021"	"2020"	"2020"	24	16996	141.2097	90.4759	210.1087	28.8243	0.0032%
	"Piscataquis County, ME"	"23021"	"2021 "	"2021"	23	17165	133.9936	84.9399	201.0560	27.9396	0.0031%
	"Sagadahoc County, ME"	"23023"	"2018"	"2018"	35	35634	98.2208	68.4147	136.6016	16.6023	0.0047%
	"Sagadahoc County, ME"	"23023"	"2019"	"2019"	39	35856	108.7684	77.3452	148.6897	17.4169	0.0052%
	"Sagadahoc County, ME"	"23023"	"2020"	"2020"	42	36044	116.5242	83.9802	157.5070	17.9801	0.0056%
	"Sagadahoc County, ME"	"23023"	"2021 "	"2021"	50	37071	134.8763	100.1079	177.8182	19.0744	0.0067%
	"Somerset County, ME"	"23025"	"2018"	"2018"	46	50592	90.9235	66.5678	121.2792	13.4059	0.0062%
	"Somerset County, ME"	"23025"	"2019"	"2019"	50	50484	99.0413	73.5104	130.5740	14.0066	0.0067%
	"Somerset County, ME"	"23025"	"2020"	"2020"	56	50635	110.5954	83.5427	143.6170	14.7789	0.0075%
	"Somerset County, ME"	"23025"	"2021 "	"2021"	71	50592	140.3384	109.6057	177.0172	16.6551	0.0095%
	"Waldo County, ME"	"23027"	"2018"	"2018"	26	39694	65.5011	42.7873	95.9742	12.8458	0.0035%
	"Waldo County, ME"	"23027"	"2019"	"2019"	34	39715	85.6100	59.2875	119.6314	14.6820	0.0046%
	"Waldo County, ME"	"23027"	"2020"	"2020"	30	39923	75.1447	50.7001	107.2735	13.7195	0.0040%
	"Waldo County, ME"	"23027"	"2021 "	"2021"	34	39912	85.1874	58.9948	119.0409	14.6095	0.0046%
	"Washington County, ME"	"23029"	"2018"	"2018"	53	31490	168.3074	126.0740	220.1494	23.1188	0.0071%
	"Washington County, ME"	"23029"	"2019"	"2019"	36	31379	114.7264	80.3532	158.8295	19.1211	0.0048%
	"Washington County, ME"	"23029"	"2020"	"2020"	49	31473	155.6890	115.1803	205.8286	22.2413	0.0066%
	"Washington County, ME"	"23029"	"2021 "	"2021"	39	31121	125.3173	89.1131	171.3125	20.0668	0.0052%
	"York County, ME"	"23031"	"2018"	"2018"	200	206229	96.9796	83.5389	110.4203	6.8575	0.0269%
	"York County, ME"	"23031"	"2019"	"2019"	255	207641	122.8081	107.7347	137.8816	7.6905	0.0343%
	"York County, ME"	"23031"	"2020"	"2020"	215	209066	102.8383	89.0918	116.5848	7.0135	0.0289%
	"York County, ME"	"23031"	"2021 "	"2021"	232	214591	108.1126	94.2007	122.0246	7.0979	0.0312%
	"Allegany County, MD"	"24001"	"2018"	"2018"	50	70975	70.4473	52.2874	92.8764	9.9628	0.0067%
	"Allegany County, MD"	"24001"	"2019"	"2019"	49	70416	69.5865	51.4808	91.9968	9.9409	0.0066%
	"Allegany County, MD"	"24001"	"2020"	"2020"	73	70057	104.2009	81.6768	131.0170	12.1958	0.0098%
	"Allegany County, MD"	"24001"	"2021 "	"2021"	49	67729	72.3471	53.5231	95.6465	10.3353	0.0066%
	"Anne Arundel County, MD"	"24003"	"2018"	"2018"	391	576031	67.8783	61.1501	74.6065	3.4328	0.0526%
	"Anne Arundel County, MD"	"24003"	"2019"	"2019"	371	579234	64.0501	57.5325	70.5677	3.3253	0.0499%
	"Anne Arundel County, MD"	"24003"	"2020"	"2020"	395	582777	67.7789	61.0947	74.4632	3.4103	0.0531%
	"Anne Arundel County, MD"	"24003"	"2021 "	"2021"	304	590336	51.4961	45.7072	57.2850	2.9535	0.0409%
	"Baltimore County, MD"	"24005"	"2018"	"2018"	680	828431	82.0829	75.9133	88.2524	3.1477	0.0914%
	"Baltimore County, MD"	"24005"	"2019"	"2019"	629	827370	76.0240	70.0827	81.9653	3.0313	0.0845%
	"Baltimore County, MD"	"24005"	"2020"	"2020"	683	826017	82.6859	76.4847	88.8872	3.1639	0.0918%
	"Baltimore County, MD"	"24005"	"2021 "	"2021"	564	849316	66.4064	60.9258	71.8870	2.7962	0.0758%
	"Calvert County, MD"	"24009"	"2018"	"2018"	47	92003	51.0853	37.5354	67.9327	7.4516	0.0063%
	"Calvert County, MD"	"24009"	"2019"	"2019"	48	92525	51.8779	38.2506	68.7823	7.4879	0.0065%
	"Calvert County, MD"	"24009"	"2020"	"2020"	55	93072	59.0940	44.5179	76.9192	7.9682	0.0074%
	"Calvert County, MD"	"24009"	"2021 "	"2021"	66	93928	70.2666	54.3442	89.3967	8.6492	0.0089%
	"Caroline County, MD"	"24011"	"2018"	"2018"	31	33304	93.0819	63.2445	132.1223	16.7180	0.0042%
	"Caroline County, MD"	"24011"	"2019"	"2019"	27	33406	80.8238	53.2637	117.5946	15.5545	0.0036%
	"Caroline County, MD"	"24011"	"2020"	"2020"	36	33492	107.4884	75.2838	148.8090	17.9147	0.0048%
	"Caroline County, MD"	"24011"	"2021 "	"2021"	36	33386	107.8296	75.5228	149.2815	17.9716	0.0048%
	"Carroll County, MD"	"24013"	"2018"	"2018"	165	168429	97.9641	83.0162	112.9121	7.6265	0.0222%
	"Carroll County, MD"	"24013"	"2019"	"2019"	195	168447	115.7634	99.5150	132.0118	8.2900	0.0262%
	"Carroll County, MD"	"24013"	"2020"	"2020"	205	169092	121.2358	104.6395	137.8320	8.4675	0.0276%
	"Carroll County, MD"	"24013"	"2021 "	"2021"	181	173873	104.0990	88.9332	119.2647	7.7376	0.0243%
	"Cecil County, MD"	"24015"	"2018"	"2018"	39	102826	37.9282	26.9707	51.8489	6.0734	0.0052%
	"Cecil County, MD"	"24015"	"2019"	"2019"	59	102855	57.3623	43.6671	73.9934	7.4679	0.0079%
	"Cecil County, MD"	"24015"	"2020"	"2020"	61	103419	58.9834	45.1176	75.7665	7.5520	0.0082%
	"Cecil County, MD"	"24015"	"2021 "	"2021"	43	103905	41.3840	29.9496	55.7438	6.3110	0.0058%
	"Charles County, MD"	"24017"	"2018"	"2018"	85	161503	52.6306	42.0392	65.0788	5.7086	0.0114%
	"Charles County, MD"	"24017"	"2019"	"2019"	63	163257	38.5895	29.6533	49.3725	4.8618	0.0085%
	"Charles County, MD"	"24017"	"2020"	"2020"	93	164436	56.5570	45.6488	69.2862	5.8647	0.0125%
	"Charles County, MD"	"24017"	"2021 "	"2021"	105	168698	62.2414	50.3361	74.1467	6.0741	0.0141%
	"Dorchester County, MD"	"24019"	"2018"	"2018"	38	31998	118.7574	84.0399	163.0041	19.2650	0.0051%
	"Dorchester County, MD"	"24019"	"2019"	"2019"	25	31929	78.2987	50.6710	115.5846	15.6597	0.0034%
	"Dorchester County, MD"	"24019"	"2020"	"2020"	25	31853	78.4855	50.7919	115.8604	15.6971	0.0034%
	"Dorchester County, MD"	"24019"	"2021 "	"2021"	39	32489	120.0406	85.3609	164.0991	19.2219	0.0052%
	"Frederick County, MD"	"24021"	"2018"	"2018"	167	255648	65.3242	55.4165	75.2319	5.0549	0.0224%
	"Frederick County, MD"	"24021"	"2019"	"2019"	198	259547	76.2868	65.6607	86.9128	5.4215	0.0266%
	"Frederick County, MD"	"24021"	"2020"	"2020"	226	265161	85.2312	74.1190	96.3435	5.6695	0.0304%
	"Frederick County, MD"	"24021"	"2021 "	"2021"	202	279835	72.1854	62.2307	82.1401	5.0789	0.0271%
	"Garrett County, MD"	"24023"	"2018"	"2018"	22	29163	75.4381	47.2763	114.2140	16.0834	0.0030%
	"Garrett County, MD"	"24023"	"2019"	"2019"	17	29014	Unreliable	34.1324	93.8123	14.2107	0.0023%
	"Garrett County, MD"	"24023"	"2020"	"2020"	27	28852	93.5810	61.6708	136.1557	18.0097	0.0036%
	"Garrett County, MD"	"24023"	"2021 "	"2021"	12	28702	Unreliable	21.6031	73.0318	12.0692	0.0016%
	"Harford County, MD"	"24025"	"2018"	"2018"	214	253956	84.2666	72.9763	95.5568	5.7603	0.0288%
	"Harford County, MD"	"24025"	"2019"	"2019"	160	255441	62.6368	52.9311	72.3424	4.9519	0.0215%
	"Harford County, MD"	"24025"	"2020"	"2020"	150	256805	58.4101	49.0625	67.7576	4.7692	0.0202%
	"Harford County, MD"	"24025"	"2021 "	"2021"	152	262977	57.7997	48.6109	66.9886	4.6882	0.0204%
	"Howard County, MD"	"24027"	"2018"	"2018"	197	323196	60.9537	52.4419	69.4656	4.3428	0.0265%
	"Howard County, MD"	"24027"	"2019"	"2019"	232	325690	71.2334	62.0670	80.3997	4.6767	0.0312%
	"Howard County, MD"	"24027"	"2020"	"2020"	193	328200	58.8056	50.5091	67.1021	4.2329	0.0259%
	"Howard County, MD"	"24027"	"2021 "	"2021"	192	334529	57.3941	49.2757	65.5126	4.1421	0.0258%
	"Kent County, MD"	"24029"	"2018"	"2018"	19	19383	Unreliable	59.0173	153.0763	22.4883	0.0026%
	"Kent County, MD"	"24029"	"2019"	"2019"	18	19422	Unreliable	54.9268	146.4717	21.8445	0.0024%
	"Kent County, MD"	"24029"	"2020"	"2020"	25	19192	130.2626	84.2994	192.2937	26.0525	0.0034%
	"Kent County, MD"	"24029"	"2021 "	"2021"	15	19270	Unreliable	43.5669	128.3874	20.0985	0.0020%
	"Montgomery County, MD"	"24031"	"2018"	"2018"	628	1052567	59.6637	54.9972	64.3301	2.3808	0.0844%
	"Montgomery County, MD"	"24031"	"2019"	"2019"	634	1050688	60.3414	55.6443	65.0385	2.3965	0.0852%
	"Montgomery County, MD"	"24031"	"2020"	"2020"	611	1051816	58.0900	53.4839	62.6961	2.3501	0.0821%
	"Montgomery County, MD"	"24031"	"2021 "	"2021"	600	1054827	56.8814	52.3299	61.4328	2.3222	0.0806%
	"Prince George's County, MD"	"24033"	"2018"	"2018"	322	909308	35.4115	31.5437	39.2794	1.9734	0.0433%
	"Prince George's County, MD"	"24033"	"2019"	"2019"	333	909327	36.6205	32.6872	40.5538	2.0068	0.0448%
	"Prince George's County, MD"	"24033"	"2020"	"2020"	443	909612	48.7021	44.1668	53.2373	2.3139	0.0595%
	"Prince George's County, MD"	"24033"	"2021 "	"2021"	367	955306	38.4170	34.4865	42.3475	2.0054	0.0493%
	"Queen Anne's County, MD"	"24035"	"2018"	"2018"	34	50251	67.6603	46.8568	94.5486	11.6037	0.0046%
	"Queen Anne's County, MD"	"24035"	"2019"	"2019"	27	50381	53.5916	35.3174	77.9731	10.3137	0.0036%
	"Queen Anne's County, MD"	"24035"	"2020"	"2020"	31	51167	60.5859	41.1651	85.9969	10.8816	0.0042%
	"Queen Anne's County, MD"	"24035"	"2021 "	"2021"	40	50798	78.7433	56.2550	107.2263	12.4504	0.0054%
	"St. Mary's County, MD"	"24037"	"2018"	"2018"	102	112664	90.5347	72.9647	108.1047	8.9643	0.0137%
	"St. Mary's County, MD"	"24037"	"2019"	"2019"	77	113510	67.8354	53.5344	84.7828	7.7306	0.0103%
	"St. Mary's County, MD"	"24037"	"2020"	"2020"	92	114687	80.2183	64.6672	98.3806	8.3633	0.0124%
	"St. Mary's County, MD"	"24037"	"2021 "	"2021"	97	114468	84.7398	68.7181	103.3758	8.6040	0.0130%
	"Somerset County, MD"	"24039"	"2018"	"2018"	15	25675	Unreliable	32.6985	96.3593	15.0846	0.0020%
	"Somerset County, MD"	"24039"	"2020"	"2020"	14	25453	Unreliable	30.0709	92.2863	14.7003	0.0019%
	"Talbot County, MD"	"24041"	"2018"	"2018"	48	36968	129.8420	95.7351	172.1510	18.7411	0.0065%
	"Talbot County, MD"	"24041"	"2019"	"2019"	48	37181	129.0982	95.1867	171.1648	18.6337	0.0065%
	"Talbot County, MD"	"24041"	"2020"	"2020"	54	36972	146.0565	109.7220	190.5716	19.8758	0.0073%
	"Talbot County, MD"	"24041"	"2021 "	"2021"	38	37626	100.9940	71.4694	138.6223	16.3834	0.0051%
	"Washington County, MD"	"24043"	"2018"	"2018"	150	150926	99.3865	83.4813	115.2916	8.1149	0.0202%
	"Washington County, MD"	"24043"	"2019"	"2019"	122	151049	80.7685	66.4361	95.1009	7.3124	0.0164%
	"Washington County, MD"	"24043"	"2020"	"2020"	149	151146	98.5802	82.7512	114.4091	8.0760	0.0200%
	"Washington County, MD"	"24043"	"2021 "	"2021"	136	154937	87.7776	73.0250	102.5303	7.5269	0.0183%
	"Wicomico County, MD"	"24045"	"2018"	"2018"	56	103195	54.2662	40.9921	70.4690	7.2516	0.0075%
	"Wicomico County, MD"	"24045"	"2019"	"2019"	56	103609	54.0494	40.8283	70.1874	7.2226	0.0075%
	"Wicomico County, MD"	"24045"	"2020"	"2020"	51	103990	49.0432	36.5161	64.4830	6.8674	0.0069%
	"Wicomico County, MD"	"24045"	"2021 "	"2021"	50	103980	48.0862	35.6905	63.3958	6.8004	0.0067%
	"Worcester County, MD"	"24047"	"2018"	"2018"	37	51823	71.3969	50.2698	98.4113	11.7376	0.0050%
	"Worcester County, MD"	"24047"	"2019"	"2019"	28	52276	53.5619	35.5913	77.4119	10.1222	0.0038%
	"Worcester County, MD"	"24047"	"2020"	"2020"	27	52403	51.5238	33.9547	74.9645	9.9158	0.0036%
	"Worcester County, MD"	"24047"	"2021 "	"2021"	29	53132	54.5810	36.5540	78.3877	10.1354	0.0039%
	"Baltimore city, MD"	"24510"	"2018"	"2018"	439	602495	72.8637	66.0476	79.6798	3.4776	0.0590%
	"Baltimore city, MD"	"24510"	"2019"	"2019"	382	593490	64.3650	57.9104	70.8197	3.2932	0.0513%
	"Baltimore city, MD"	"24510"	"2020"	"2020"	397	586131	67.7323	61.0695	74.3951	3.3994	0.0534%
	"Baltimore city, MD"	"24510"	"2021 "	"2021"	382	576498	66.2622	59.6172	72.9071	3.3903	0.0513%
	"Barnstable County, MA"	"25001"	"2018"	"2018"	311	213413	145.7268	129.5305	161.9231	8.2634	0.0418%
	"Barnstable County, MA"	"25001"	"2019"	"2019"	291	212990	136.6261	120.9282	152.3241	8.0092	0.0391%
	"Barnstable County, MA"	"25001"	"2020"	"2020"	325	213164	152.4648	135.8886	169.0409	8.4572	0.0437%
	"Barnstable County, MA"	"25001"	"2021 "	"2021"	315	232411	135.5358	120.5681	150.5034	7.6366	0.0423%
	"Berkshire County, MA"	"25003"	"2018"	"2018"	164	126348	129.8002	109.9343	149.6662	10.1357	0.0220%
	"Berkshire County, MA"	"25003"	"2019"	"2019"	185	124944	148.0663	126.7297	169.4030	10.8861	0.0249%
	"Berkshire County, MA"	"25003"	"2020"	"2020"	154	124571	123.6243	104.0989	143.1497	9.9619	0.0207%
	"Berkshire County, MA"	"25003"	"2021 "	"2021"	178	128657	138.3524	118.0273	158.6775	10.3699	0.0239%
	"Bristol County, MA"	"25005"	"2018"	"2018"	609	564022	107.9745	99.3988	116.5502	4.3753	0.0819%
	"Bristol County, MA"	"25005"	"2019"	"2019"	647	565217	114.4693	105.6488	123.2898	4.5003	0.0870%
	"Bristol County, MA"	"25005"	"2020"	"2020"	613	566765	108.1577	99.5955	116.7199	4.3684	0.0824%
	"Bristol County, MA"	"25005"	"2021 "	"2021"	503	580164	86.6996	79.1228	94.2765	3.8657	0.0676%
	"Dukes County, MA"	"25007"	"2018"	"2018"	23	17352	132.5496	84.0245	198.8893	27.6385	0.0031%
	"Dukes County, MA"	"25007"	"2019"	"2019"	23	17332	132.7025	84.1215	199.1188	27.6704	0.0031%
	"Dukes County, MA"	"25007"	"2020"	"2020"	15	17461	Unreliable	48.0806	141.6886	22.1808	0.0020%
	"Dukes County, MA"	"25007"	"2021 "	"2021"	22	21097	104.2802	65.3514	157.8813	22.2326	0.0030%
	"Essex County, MA"	"25009"	"2018"	"2018"	880	790638	111.3025	103.9486	118.6565	3.7520	0.1183%
	"Essex County, MA"	"25009"	"2019"	"2019"	865	789034	109.6277	102.3219	116.9335	3.7275	0.1163%
	"Essex County, MA"	"25009"	"2020"	"2020"	837	791263	105.7803	98.6139	112.9466	3.6563	0.1125%
	"Essex County, MA"	"25009"	"2021 "	"2021"	759	807074	94.0434	87.3528	100.7340	3.4136	0.1020%
	"Franklin County, MA"	"25011"	"2018"	"2018"	82	70963	115.5532	91.9029	143.4315	12.7607	0.0110%
	"Franklin County, MA"	"25011"	"2019"	"2019"	87	70180	123.9669	99.2926	152.9132	13.2907	0.0117%
	"Franklin County, MA"	"25011"	"2020"	"2020"	102	70267	145.1606	116.9894	173.3318	14.3730	0.0137%
	"Franklin County, MA"	"25011"	"2021 "	"2021"	57	71015	80.2647	60.7917	103.9926	10.6313	0.0077%
	"Hampden County, MA"	"25013"	"2018"	"2018"	608	470406	129.2501	118.9762	139.5239	5.2418	0.0817%
	"Hampden County, MA"	"25013"	"2019"	"2019"	537	466372	115.1441	105.4052	124.8831	4.9688	0.0722%
	"Hampden County, MA"	"25013"	"2020"	"2020"	690	463986	148.7114	137.6151	159.8076	5.6613	0.0927%
	"Hampden County, MA"	"25013"	"2021 "	"2021"	548	462718	118.4307	108.5148	128.3465	5.0591	0.0737%
	"Hampshire County, MA"	"25015"	"2018"	"2018"	178	161355	110.3158	94.1095	126.5221	8.2685	0.0239%
	"Hampshire County, MA"	"25015"	"2019"	"2019"	191	160830	118.7589	101.9165	135.6014	8.5931	0.0257%
	"Hampshire County, MA"	"25015"	"2020"	"2020"	203	161401	125.7737	108.4716	143.0758	8.8276	0.0273%
	"Hampshire County, MA"	"25015"	"2021 "	"2021"	147	161572	90.9811	76.2733	105.6889	7.5040	0.0198%
	"Middlesex County, MA"	"25017"	"2018"	"2018"	1456	1614714	90.1708	85.5391	94.8025	2.3631	0.1957%
	"Middlesex County, MA"	"25017"	"2019"	"2019"	1466	1611699	90.9599	86.3036	95.6162	2.3757	0.1970%
	"Middlesex County, MA"	"25017"	"2020"	"2020"	1418	1609379	88.1085	83.5225	92.6945	2.3398	0.1906%
	"Middlesex County, MA"	"25017"	"2021 "	"2021"	1242	1614742	76.9163	72.6386	81.1940	2.1825	0.1669%
	"Nantucket County, MA"	"25019"	"2021 "	"2021"	10	14491	Unreliable	33.0923	126.9091	21.8224	0.0013%
	"Norfolk County, MA"	"25021"	"2018"	"2018"	726	705388	102.9221	95.4353	110.4089	3.8198	0.0976%
	"Norfolk County, MA"	"25021"	"2019"	"2019"	664	706775	93.9479	86.8019	101.0938	3.6459	0.0892%
	"Norfolk County, MA"	"25021"	"2020"	"2020"	672	709409	94.7267	87.5646	101.8889	3.6542	0.0903%
	"Norfolk County, MA"	"25021"	"2021 "	"2021"	616	724505	85.0236	78.3092	91.7379	3.4257	0.0828%
	"Plymouth County, MA"	"25023"	"2018"	"2018"	493	518132	95.1495	86.7503	103.5487	4.2853	0.0663%
	"Plymouth County, MA"	"25023"	"2019"	"2019"	485	521202	93.0541	84.7724	101.3359	4.2254	0.0652%
	"Plymouth County, MA"	"25023"	"2020"	"2020"	553	523738	105.5871	96.7867	114.3876	4.4900	0.0743%
	"Plymouth County, MA"	"25023"	"2021 "	"2021"	481	533003	90.2434	82.1785	98.3083	4.1147	0.0646%
	"Suffolk County, MA"	"25025"	"2018"	"2018"	446	807252	55.2492	50.1216	60.3768	2.6161	0.0599%
	"Suffolk County, MA"	"25025"	"2019"	"2019"	493	803907	61.3255	55.9121	66.7389	2.7620	0.0663%
	"Suffolk County, MA"	"25025"	"2020"	"2020"	463	801582	57.7608	52.4994	63.0221	2.6844	0.0622%
	"Suffolk County, MA"	"25025"	"2021 "	"2021"	452	771245	58.6065	53.2036	64.0095	2.7566	0.0607%
	"Worcester County, MA"	"25027"	"2018"	"2018"	894	830839	107.6021	100.5485	114.6556	3.5988	0.1202%
	"Worcester County, MA"	"25027"	"2019"	"2019"	897	830622	107.9914	100.9241	115.0586	3.6057	0.1206%
	"Worcester County, MA"	"25027"	"2020"	"2020"	842	829212	101.5422	94.6834	108.4010	3.4994	0.1132%
	"Worcester County, MA"	"25027"	"2021 "	"2021"	799	862029	92.6883	86.2613	99.1153	3.2791	0.1074%
	"Alcona County, MI"	"26001"	"2019"	"2019"	10	10405	Unreliable	46.0875	176.7458	30.3919	0.0013%
	"Alger County, MI"	"26003"	"2018"	"2018"	12	9097	Unreliable	68.1601	230.4232	38.0796	0.0016%
	"Alger County, MI"	"26003"	"2019"	"2019"	12	9108	Unreliable	68.0777	230.1449	38.0336	0.0016%
	"Alger County, MI"	"26003"	"2021 "	"2021"	13	8821	Unreliable	78.4716	252.0167	40.8746	0.0017%
	"Allegan County, MI"	"26005"	"2018"	"2018"	77	117327	65.6285	51.7927	82.0245	7.4791	0.0103%
	"Allegan County, MI"	"26005"	"2019"	"2019"	82	118081	69.4439	55.2308	86.1979	7.6688	0.0110%
	"Allegan County, MI"	"26005"	"2020"	"2020"	93	118927	78.1992	63.1169	95.7995	8.1089	0.0125%
	"Allegan County, MI"	"26005"	"2021 "	"2021"	82	120950	67.7966	53.9207	84.1532	7.4869	0.0110%
	"Alpena County, MI"	"26007"	"2018"	"2018"	13	28360	Unreliable	24.4075	78.3864	12.7135	0.0017%
	"Alpena County, MI"	"26007"	"2019"	"2019"	13	28405	Unreliable	24.3689	78.2622	12.6934	0.0017%
	"Alpena County, MI"	"26007"	"2020"	"2020"	10	28238	Unreliable	16.9821	65.1264	11.1987	0.0013%
	"Alpena County, MI"	"26007"	"2021 "	"2021"	19	28893	Unreliable	39.5920	102.6919	15.0863	0.0026%
	"Antrim County, MI"	"26009"	"2018"	"2018"	19	23365	Unreliable	48.9593	126.9881	18.6557	0.0026%
	"Antrim County, MI"	"26009"	"2019"	"2019"	22	23324	94.3234	59.1116	142.8066	20.1098	0.0030%
	"Antrim County, MI"	"26009"	"2020"	"2020"	23	23449	98.0852	62.1772	147.1759	20.4522	0.0031%
	"Antrim County, MI"	"26009"	"2021 "	"2021"	23	23813	96.5859	61.2268	144.9262	20.1396	0.0031%
	"Arenac County, MI"	"26011"	"2018"	"2018"	13	15041	Unreliable	46.0207	147.7986	23.9715	0.0017%
	"Baraga County, MI"	"26013"	"2019"	"2019"	11	8209	Unreliable	66.8924	239.7622	40.4023	0.0015%
	"Barry County, MI"	"26015"	"2018"	"2018"	31	61157	50.6892	34.4408	71.9493	9.1041	0.0042%
	"Barry County, MI"	"26015"	"2019"	"2019"	25	61550	40.6174	26.2855	59.9594	8.1235	0.0034%
	"Barry County, MI"	"26015"	"2020"	"2020"	28	62061	45.1169	29.9797	65.2066	8.5263	0.0038%
	"Barry County, MI"	"26015"	"2021 "	"2021"	36	62992	57.1501	40.0274	79.1198	9.5250	0.0048%
	"Bay County, MI"	"26017"	"2018"	"2018"	63	103923	60.6218	46.5836	77.5614	7.6376	0.0085%
	"Bay County, MI"	"26017"	"2019"	"2019"	61	103126	59.1509	45.2457	75.9818	7.5735	0.0082%
	"Bay County, MI"	"26017"	"2020"	"2020"	72	102387	70.3214	55.0223	88.5579	8.2875	0.0097%
	"Bay County, MI"	"26017"	"2021 "	"2021"	58	102985	56.3189	42.7652	72.8051	7.3950	0.0078%
	"Benzie County, MI"	"26019"	"2018"	"2018"	21	17753	118.2899	73.2238	180.8191	25.8130	0.0028%
	"Benzie County, MI"	"26019"	"2019"	"2019"	18	17766	Unreliable	60.0466	160.1246	23.8807	0.0024%
	"Benzie County, MI"	"26019"	"2020"	"2020"	24	17852	134.4387	86.1376	200.0341	27.4422	0.0032%
	"Benzie County, MI"	"26019"	"2021 "	"2021"	19	18223	Unreliable	62.7741	162.8205	23.9198	0.0026%
	"Berrien County, MI"	"26021"	"2018"	"2018"	97	154141	62.9294	51.0313	76.7688	6.3895	0.0130%
	"Berrien County, MI"	"26021"	"2019"	"2019"	75	153401	48.8915	38.4561	61.2859	5.6455	0.0101%
	"Berrien County, MI"	"26021"	"2020"	"2020"	78	153025	50.9721	40.2914	63.6157	5.7714	0.0105%
	"Berrien County, MI"	"26021"	"2021 "	"2021"	67	153101	43.7620	33.9151	55.5759	5.3464	0.0090%
	"Branch County, MI"	"26023"	"2018"	"2018"	26	43622	59.6030	38.9344	87.3320	11.6891	0.0035%
	"Branch County, MI"	"26023"	"2019"	"2019"	29	43517	66.6406	44.6306	95.7073	12.3749	0.0039%
	"Branch County, MI"	"26023"	"2020"	"2020"	33	43424	75.9948	52.3110	106.7249	13.2290	0.0044%
	"Branch County, MI"	"26023"	"2021 "	"2021"	44	44985	97.8104	71.0690	131.3055	14.7455	0.0059%
	"Calhoun County, MI"	"26025"	"2018"	"2018"	105	134487	78.0745	63.1407	93.0083	7.6193	0.0141%
	"Calhoun County, MI"	"26025"	"2019"	"2019"	79	134159	58.8854	46.6201	73.3888	6.6251	0.0106%
	"Calhoun County, MI"	"26025"	"2020"	"2020"	87	133580	65.1295	52.1661	80.3373	6.9826	0.0117%
	"Calhoun County, MI"	"26025"	"2021 "	"2021"	80	133819	59.7822	47.4037	74.4044	6.6839	0.0108%
	"Cass County, MI"	"26027"	"2018"	"2018"	21	51653	40.6559	25.1668	62.1470	8.8718	0.0028%
	"Cass County, MI"	"26027"	"2019"	"2019"	28	51787	54.0676	35.9274	78.1429	10.2178	0.0038%
	"Cass County, MI"	"26027"	"2020"	"2020"	25	51584	48.4646	31.3639	71.5435	9.6929	0.0034%
	"Cass County, MI"	"26027"	"2021 "	"2021"	23	51483	44.6749	28.3199	67.0343	9.3154	0.0031%
	"Charlevoix County, MI"	"26029"	"2018"	"2018"	24	26244	91.4495	58.5935	136.0695	18.6670	0.0032%
	"Charlevoix County, MI"	"26029"	"2019"	"2019"	48	26143	183.6056	135.3760	243.4334	26.5012	0.0065%
	"Charlevoix County, MI"	"26029"	"2020"	"2020"	23	26105	88.1057	55.8511	132.2018	18.3713	0.0031%
	"Charlevoix County, MI"	"26029"	"2021 "	"2021"	33	26086	126.5046	87.0795	177.6593	22.0216	0.0044%
	"Cheboygan County, MI"	"26031"	"2018"	"2018"	22	25413	86.5699	54.2525	131.0676	18.4568	0.0030%
	"Cheboygan County, MI"	"26031"	"2019"	"2019"	20	25276	79.1264	48.3328	122.2045	17.6932	0.0027%
	"Cheboygan County, MI"	"26031"	"2020"	"2020"	29	25365	114.3308	76.5696	164.1984	21.2307	0.0039%
	"Cheboygan County, MI"	"26031"	"2021 "	"2021"	30	25752	116.4958	78.5997	166.3048	21.2691	0.0040%
	"Chippewa County, MI"	"26033"	"2018"	"2018"	37	37517	98.6220	69.4387	135.9375	16.2134	0.0050%
	"Chippewa County, MI"	"26033"	"2019"	"2019"	24	37349	64.2587	41.1719	95.6119	13.1168	0.0032%
	"Chippewa County, MI"	"26033"	"2020"	"2020"	26	36958	70.3501	45.9548	103.0791	13.7968	0.0035%
	"Chippewa County, MI"	"26033"	"2021 "	"2021"	21	36816	57.0404	35.3092	87.1926	12.4472	0.0028%
	"Clare County, MI"	"26035"	"2018"	"2018"	25	30757	81.2823	52.6018	119.9889	16.2565	0.0034%
	"Clare County, MI"	"26035"	"2019"	"2019"	25	30950	80.7754	52.2738	119.2407	16.1551	0.0034%
	"Clare County, MI"	"26035"	"2020"	"2020"	16	30771	Unreliable	29.7210	84.4400	12.9993	0.0022%
	"Clare County, MI"	"26035"	"2021 "	"2021"	23	31065	74.0383	46.9336	111.0937	15.4381	0.0031%
