"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Stillwater County, MT"	"30095"	"2020"	"2020"	11	9888	Unreliable	55.5340	199.0502	33.5419	0.0010%
	"Stillwater County, MT"	"30095"	"2021 "	"2021"	13	9044	Unreliable	76.5367	245.8026	39.8668	0.0012%
	"Valley County, MT"	"30105"	"2019"	"2019"	15	7396	Unreliable	113.5120	334.5085	52.3659	0.0014%
	"Yellowstone County, MT"	"30111"	"2018"	"2018"	180	160137	112.4038	95.9827	128.8248	8.3781	0.0167%
	"Yellowstone County, MT"	"30111"	"2019"	"2019"	171	161300	106.0136	90.1238	121.9035	8.1071	0.0159%
	"Yellowstone County, MT"	"30111"	"2020"	"2020"	165	162990	101.2332	85.7865	116.6800	7.8810	0.0153%
	"Yellowstone County, MT"	"30111"	"2021 "	"2021"	147	167146	87.9471	73.7297	102.1644	7.2538	0.0137%
	"Adams County, NE"	"31001"	"2018"	"2018"	42	31511	133.2868	96.0611	180.1651	20.5666	0.0039%
	"Adams County, NE"	"31001"	"2019"	"2019"	43	31363	137.1042	99.2223	184.6780	20.9082	0.0040%
	"Adams County, NE"	"31001"	"2020"	"2020"	49	31321	156.4446	115.7392	206.8275	22.3492	0.0046%
	"Adams County, NE"	"31001"	"2021 "	"2021"	31	31027	99.9130	67.8859	141.8185	17.9449	0.0029%
	"Antelope County, NE"	"31003"	"2018"	"2018"	10	6336	Unreliable	75.6850	290.2525	49.9097	0.0009%
	"Box Butte County, NE"	"31013"	"2018"	"2018"	14	10772	Unreliable	71.0540	218.0618	34.7350	0.0013%
	"Box Butte County, NE"	"31013"	"2019"	"2019"	22	10783	204.0249	127.8603	308.8957	43.4982	0.0020%
	"Box Butte County, NE"	"31013"	"2020"	"2020"	13	10696	Unreliable	64.7156	207.8384	33.7093	0.0012%
	"Box Butte County, NE"	"31013"	"2021 "	"2021"	10	10604	Unreliable	45.2226	173.4289	29.8216	0.0009%
	"Buffalo County, NE"	"31019"	"2018"	"2018"	51	49615	102.7915	76.5355	135.1523	14.3937	0.0047%
	"Buffalo County, NE"	"31019"	"2019"	"2019"	52	49659	104.7142	78.2058	137.3190	14.5212	0.0048%
	"Buffalo County, NE"	"31019"	"2020"	"2020"	35	50114	69.8408	48.6469	97.1317	11.8052	0.0033%
	"Buffalo County, NE"	"31019"	"2021 "	"2021"	42	50339	83.4343	60.1319	112.7790	12.8742	0.0039%
	"Burt County, NE"	"31021"	"2018"	"2018"	10	6488	Unreliable	73.9118	283.4525	48.7404	0.0009%
	"Burt County, NE"	"31021"	"2019"	"2019"	16	6459	Unreliable	141.5922	402.2765	61.9291	0.0015%
	"Burt County, NE"	"31021"	"2020"	"2020"	13	6477	Unreliable	106.8702	343.2205	55.6670	0.0012%
	"Butler County, NE"	"31023"	"2018"	"2018"	12	8058	Unreliable	76.9486	260.1340	42.9896	0.0011%
	"Butler County, NE"	"31023"	"2019"	"2019"	11	8016	Unreliable	68.5030	245.5349	41.3751	0.0010%
	"Butler County, NE"	"31023"	"2020"	"2020"	10	7960	Unreliable	60.2437	231.0352	39.7271	0.0009%
	"Cass County, NE"	"31025"	"2018"	"2018"	30	26159	114.6833	77.3768	163.7173	20.9382	0.0028%
	"Cass County, NE"	"31025"	"2019"	"2019"	21	26248	80.0061	49.5254	122.2981	17.4588	0.0020%
	"Cass County, NE"	"31025"	"2020"	"2020"	30	26232	114.3641	77.1615	163.2617	20.8799	0.0028%
	"Cass County, NE"	"31025"	"2021 "	"2021"	28	27017	103.6384	68.8667	149.7866	19.5858	0.0026%
	"Cedar County, NE"	"31027"	"2019"	"2019"	13	8402	Unreliable	82.3849	264.5845	42.9130	0.0012%
	"Cherry County, NE"	"31031"	"2018"	"2018"	10	5761	Unreliable	83.2390	319.2224	54.8911	0.0009%
	"Cheyenne County, NE"	"31033"	"2018"	"2018"	13	9310	Unreliable	74.3499	238.7797	38.7277	0.0012%
	"Cheyenne County, NE"	"31033"	"2019"	"2019"	13	8910	Unreliable	77.6878	249.4993	40.4663	0.0012%
	"Cheyenne County, NE"	"31033"	"2020"	"2020"	10	9111	Unreliable	52.6331	201.8483	34.7083	0.0009%
	"Cheyenne County, NE"	"31033"	"2021 "	"2021"	11	9529	Unreliable	57.6262	206.5493	34.8056	0.0010%
	"Clay County, NE"	"31035"	"2020"	"2020"	10	6216	Unreliable	77.1461	295.8559	50.8732	0.0009%
	"Clay County, NE"	"31035"	"2021 "	"2021"	11	6078	Unreliable	90.3455	323.8249	54.5677	0.0010%
	"Colfax County, NE"	"31037"	"2018"	"2018"	10	10881	Unreliable	44.0713	169.0139	29.0624	0.0009%
	"Cuming County, NE"	"31039"	"2019"	"2019"	12	8846	Unreliable	70.0941	236.9613	39.1601	0.0011%
	"Cuming County, NE"	"31039"	"2020"	"2020"	13	8798	Unreliable	78.6767	252.6755	40.9815	0.0012%
	"Cuming County, NE"	"31039"	"2021 "	"2021"	12	8984	Unreliable	69.0174	233.3215	38.5586	0.0011%
	"Custer County, NE"	"31041"	"2018"	"2018"	10	10840	Unreliable	44.2380	169.6531	29.1723	0.0009%
	"Custer County, NE"	"31041"	"2020"	"2020"	11	10626	Unreliable	51.6770	185.2257	31.2124	0.0010%
	"Custer County, NE"	"31041"	"2021 "	"2021"	11	10460	Unreliable	52.4971	188.1652	31.7077	0.0010%
	"Dakota County, NE"	"31043"	"2018"	"2018"	18	20083	Unreliable	53.1190	141.6508	21.1255	0.0017%
	"Dakota County, NE"	"31043"	"2019"	"2019"	24	20026	119.8442	76.7866	178.3186	24.4631	0.0022%
	"Dakota County, NE"	"31043"	"2020"	"2020"	12	20070	Unreliable	30.8945	104.4425	17.2601	0.0011%
	"Dakota County, NE"	"31043"	"2021 "	"2021"	13	21241	Unreliable	32.5878	104.6579	16.9745	0.0012%
	"Dawes County, NE"	"31045"	"2018"	"2018"	10	8716	Unreliable	55.0184	210.9959	36.2813	0.0009%
	"Dawes County, NE"	"31045"	"2019"	"2019"	12	8589	Unreliable	72.1914	244.0517	40.3318	0.0011%
	"Dawson County, NE"	"31047"	"2018"	"2018"	20	23709	84.3562	51.5273	130.2813	18.8626	0.0019%
	"Dawson County, NE"	"31047"	"2019"	"2019"	29	23595	122.9074	82.3135	176.5159	22.8233	0.0027%
	"Dawson County, NE"	"31047"	"2020"	"2020"	26	23510	110.5912	72.2415	162.0416	21.6887	0.0024%
	"Dawson County, NE"	"31047"	"2021 "	"2021"	21	23898	87.8735	54.3954	134.3243	19.1756	0.0020%
	"Dodge County, NE"	"31053"	"2018"	"2018"	63	36791	171.2375	131.5841	219.0864	21.5739	0.0059%
	"Dodge County, NE"	"31053"	"2019"	"2019"	54	36565	147.6822	110.9433	192.6928	20.0970	0.0050%
	"Dodge County, NE"	"31053"	"2020"	"2020"	50	36222	138.0377	102.4543	181.9861	19.5215	0.0047%
	"Dodge County, NE"	"31053"	"2021 "	"2021"	49	37103	132.0648	97.7029	174.5963	18.8664	0.0046%
	"Douglas County, NE"	"31055"	"2018"	"2018"	468	566880	82.5572	75.0774	90.0369	3.8162	0.0435%
	"Douglas County, NE"	"31055"	"2019"	"2019"	457	571327	79.9892	72.6554	87.3230	3.7417	0.0425%
	"Douglas County, NE"	"31055"	"2020"	"2020"	417	574332	72.6061	65.6372	79.5749	3.5555	0.0388%
	"Douglas County, NE"	"31055"	"2021 "	"2021"	378	585008	64.6145	58.1006	71.1284	3.3234	0.0352%
	"Furnas County, NE"	"31065"	"2018"	"2018"	10	4715	Unreliable	101.7052	390.0403	67.0685	0.0009%
	"Gage County, NE"	"31067"	"2018"	"2018"	32	21493	148.8857	101.8378	210.1819	26.3195	0.0030%
	"Gage County, NE"	"31067"	"2019"	"2019"	38	21513	176.6374	124.9992	242.4489	28.6544	0.0035%
	"Gage County, NE"	"31067"	"2020"	"2020"	32	21431	149.3164	102.1324	210.7900	26.3957	0.0030%
	"Gage County, NE"	"31067"	"2021 "	"2021"	28	21616	129.5337	86.0738	187.2124	24.4796	0.0026%
	"Hall County, NE"	"31079"	"2018"	"2018"	74	61607	120.1162	94.3177	150.7951	13.9632	0.0069%
	"Hall County, NE"	"31079"	"2019"	"2019"	69	61353	112.4639	87.5037	142.3299	13.5391	0.0064%
	"Hall County, NE"	"31079"	"2020"	"2020"	49	61028	80.2910	59.4001	106.1487	11.4701	0.0046%
	"Hall County, NE"	"31079"	"2021 "	"2021"	54	61979	87.1263	65.4519	113.6806	11.8564	0.0050%
	"Hamilton County, NE"	"31081"	"2019"	"2019"	12	9324	Unreliable	66.5006	224.8134	37.1525	0.0011%
	"Hamilton County, NE"	"31081"	"2020"	"2020"	10	9237	Unreliable	51.9151	199.0949	34.2349	0.0009%
	"Hamilton County, NE"	"31081"	"2021 "	"2021"	14	9386	Unreliable	81.5463	250.2623	39.8642	0.0013%
	"Harlan County, NE"	"31083"	"2018"	"2018"	11	3401	Unreliable	161.4584	578.7145	97.5191	0.0010%
	"Harlan County, NE"	"31083"	"2021 "	"2021"	10	3091	Unreliable	155.1407	594.9660	102.3060	0.0009%
	"Holt County, NE"	"31089"	"2018"	"2018"	22	10178	216.1525	135.4606	327.2570	46.0839	0.0020%
	"Holt County, NE"	"31089"	"2019"	"2019"	12	10067	Unreliable	61.5925	208.2209	34.4105	0.0011%
	"Holt County, NE"	"31089"	"2020"	"2020"	13	9956	Unreliable	69.5257	223.2864	36.2149	0.0012%
	"Howard County, NE"	"31093"	"2019"	"2019"	14	6445	Unreliable	118.7578	364.4627	58.0552	0.0013%
	"Howard County, NE"	"31093"	"2021 "	"2021"	10	6531	Unreliable	73.4252	281.5863	48.4195	0.0009%
	"Jefferson County, NE"	"31095"	"2018"	"2018"	18	7097	Unreliable	150.3153	400.8418	59.7808	0.0017%
	"Jefferson County, NE"	"31095"	"2019"	"2019"	15	7046	Unreliable	119.1506	351.1248	54.9671	0.0014%
	"Johnson County, NE"	"31097"	"2019"	"2019"	11	5071	Unreliable	108.2863	388.1302	65.4038	0.0010%
	"Kearney County, NE"	"31099"	"2018"	"2018"	12	6544	Unreliable	94.7512	320.3178	52.9355	0.0011%
	"Kearney County, NE"	"31099"	"2019"	"2019"	10	6495	Unreliable	73.8322	283.1470	48.6879	0.0009%
	"Keith County, NE"	"31101"	"2018"	"2018"	15	8021	Unreliable	104.6671	308.4435	48.2855	0.0014%
	"Keith County, NE"	"31101"	"2019"	"2019"	15	8034	Unreliable	104.4978	307.9444	48.2074	0.0014%
	"Keith County, NE"	"31101"	"2020"	"2020"	10	7983	Unreliable	60.0701	230.3695	39.6126	0.0009%
	"Keith County, NE"	"31101"	"2021 "	"2021"	14	8279	Unreliable	92.4501	283.7253	45.1946	0.0013%
	"Kimball County, NE"	"31105"	"2019"	"2019"	11	3632	Unreliable	151.1894	541.9075	91.3168	0.0010%
	"Knox County, NE"	"31107"	"2018"	"2018"	12	8419	Unreliable	73.6491	248.9797	41.1462	0.0011%
	"Knox County, NE"	"31107"	"2019"	"2019"	12	8332	Unreliable	74.4181	251.5795	41.5759	0.0011%
	"Knox County, NE"	"31107"	"2020"	"2020"	16	8304	Unreliable	110.1329	312.8979	48.1696	0.0015%
	"Lancaster County, NE"	"31109"	"2018"	"2018"	272	317272	85.7309	75.5424	95.9193	5.1982	0.0253%
	"Lancaster County, NE"	"31109"	"2019"	"2019"	265	319090	83.0487	73.0495	93.0479	5.1016	0.0247%
	"Lancaster County, NE"	"31109"	"2020"	"2020"	244	320650	76.0954	66.5473	85.6436	4.8715	0.0227%
	"Lancaster County, NE"	"31109"	"2021 "	"2021"	219	324514	67.4855	58.5474	76.4236	4.5602	0.0204%
	"Lincoln County, NE"	"31111"	"2018"	"2018"	60	35185	170.5272	130.1310	219.5026	22.0150	0.0056%
	"Lincoln County, NE"	"31111"	"2019"	"2019"	60	34914	171.8508	131.1411	221.2064	22.1858	0.0056%
	"Lincoln County, NE"	"31111"	"2020"	"2020"	54	34347	157.2190	118.1076	205.1362	21.3948	0.0050%
	"Lincoln County, NE"	"31111"	"2021 "	"2021"	58	34133	169.9235	129.0297	219.6653	22.3121	0.0054%
	"Madison County, NE"	"31119"	"2018"	"2018"	45	35392	127.1474	92.7426	170.1334	18.9540	0.0042%
	"Madison County, NE"	"31119"	"2019"	"2019"	33	35099	94.0198	64.7185	132.0385	16.3667	0.0031%
	"Madison County, NE"	"31119"	"2020"	"2020"	31	34813	89.0472	60.5031	126.3954	15.9933	0.0029%
	"Madison County, NE"	"31119"	"2021 "	"2021"	33	35337	93.3865	64.2826	131.1492	16.2565	0.0031%
	"Merrick County, NE"	"31121"	"2018"	"2018"	14	7733	Unreliable	98.9776	303.7582	48.3856	0.0013%
	"Merrick County, NE"	"31121"	"2019"	"2019"	13	7755	Unreliable	89.2583	286.6588	46.4932	0.0012%
	"Merrick County, NE"	"31121"	"2020"	"2020"	13	7809	Unreliable	88.6411	284.6765	46.1717	0.0012%
	"Morrill County, NE"	"31123"	"2019"	"2019"	11	4642	Unreliable	118.2938	424.0000	71.4482	0.0010%
	"Nemaha County, NE"	"31127"	"2019"	"2019"	11	6972	Unreliable	78.7608	282.3018	47.5706	0.0010%
	"Nemaha County, NE"	"31127"	"2020"	"2020"	10	7044	Unreliable	68.0778	261.0789	44.8932	0.0009%
	"Nemaha County, NE"	"31127"	"2021 "	"2021"	11	7064	Unreliable	77.7350	278.6251	46.9511	0.0010%
	"Otoe County, NE"	"31131"	"2018"	"2018"	16	15985	Unreliable	57.2126	162.5464	25.0235	0.0015%
	"Otoe County, NE"	"31131"	"2019"	"2019"	16	16012	Unreliable	57.1162	162.2723	24.9813	0.0015%
	"Otoe County, NE"	"31131"	"2020"	"2020"	21	15965	131.5377	81.4245	201.0699	28.7039	0.0020%
	"Otoe County, NE"	"31131"	"2021 "	"2021"	18	15930	Unreliable	66.9672	178.5797	26.6330	0.0017%
	"Phelps County, NE"	"31137"	"2019"	"2019"	13	9034	Unreliable	76.6214	246.0747	39.9109	0.0012%
	"Phelps County, NE"	"31137"	"2021 "	"2021"	14	8937	Unreliable	85.6433	262.8356	41.8670	0.0013%
	"Pierce County, NE"	"31139"	"2018"	"2018"	10	7142	Unreliable	67.1437	257.4965	44.2772	0.0009%
	"Platte County, NE"	"31141"	"2018"	"2018"	33	33363	98.9120	68.0861	138.9090	17.2184	0.0031%
	"Platte County, NE"	"31141"	"2019"	"2019"	36	33470	107.5590	75.3333	148.9068	17.9265	0.0033%
	"Platte County, NE"	"31141"	"2020"	"2020"	20	33364	59.9449	36.6161	92.5800	13.4041	0.0019%
	"Platte County, NE"	"31141"	"2021 "	"2021"	21	34241	61.3300	37.9645	93.7496	13.3833	0.0020%
	"Red Willow County, NE"	"31145"	"2018"	"2018"	15	10726	Unreliable	78.2710	230.6568	36.1084	0.0014%
	"Red Willow County, NE"	"31145"	"2019"	"2019"	16	10724	Unreliable	85.2801	242.2887	37.2995	0.0015%
	"Red Willow County, NE"	"31145"	"2020"	"2020"	15	10627	Unreliable	79.0002	232.8056	36.4447	0.0014%
	"Red Willow County, NE"	"31145"	"2021 "	"2021"	18	10623	Unreliable	100.4225	267.7938	39.9383	0.0017%
	"Richardson County, NE"	"31147"	"2018"	"2018"	21	7937	264.5836	163.7825	404.4451	57.7369	0.0020%
	"Richardson County, NE"	"31147"	"2019"	"2019"	17	7865	Unreliable	125.9146	346.0737	52.4235	0.0016%
	"Richardson County, NE"	"31147"	"2020"	"2020"	15	7791	Unreliable	107.7570	317.5491	49.7110	0.0014%
	"Richardson County, NE"	"31147"	"2021 "	"2021"	10	7759	Unreliable	61.8044	237.0202	40.7563	0.0009%
	"Saline County, NE"	"31151"	"2018"	"2018"	19	14350	Unreliable	79.7166	206.7650	30.3756	0.0018%
	"Saline County, NE"	"31151"	"2019"	"2019"	14	14224	Unreliable	53.8100	165.1407	26.3052	0.0013%
	"Saline County, NE"	"31151"	"2021 "	"2021"	14	14192	Unreliable	53.9314	165.5131	26.3646	0.0013%
	"Sarpy County, NE"	"31153"	"2018"	"2018"	116	184459	62.8866	51.4424	74.3308	5.8389	0.0108%
	"Sarpy County, NE"	"31153"	"2019"	"2019"	107	187196	57.1593	46.3288	67.9899	5.5258	0.0100%
	"Sarpy County, NE"	"31153"	"2020"	"2020"	108	188856	57.1864	46.4010	67.9719	5.5028	0.0100%
	"Sarpy County, NE"	"31153"	"2021 "	"2021"	98	193418	50.6675	41.1344	61.7474	5.1182	0.0091%
	"Saunders County, NE"	"31155"	"2018"	"2018"	30	21303	140.8252	95.0148	201.0365	25.7111	0.0028%
	"Saunders County, NE"	"31155"	"2019"	"2019"	23	21578	106.5900	67.5685	159.9373	22.2256	0.0021%
	"Saunders County, NE"	"31155"	"2020"	"2020"	31	21927	141.3782	96.0594	200.6751	25.3923	0.0029%
	"Saunders County, NE"	"31155"	"2021 "	"2021"	23	22787	100.9347	63.9835	151.4516	21.0463	0.0021%
	"Scotts Bluff County, NE"	"31157"	"2018"	"2018"	51	35989	141.7100	105.5130	186.3231	19.8434	0.0047%
	"Scotts Bluff County, NE"	"31157"	"2019"	"2019"	43	35618	120.7255	87.3690	162.6160	18.4105	0.0040%
	"Scotts Bluff County, NE"	"31157"	"2020"	"2020"	47	35299	133.1482	97.8320	177.0592	19.4217	0.0044%
	"Scotts Bluff County, NE"	"31157"	"2021 "	"2021"	43	35745	120.2965	87.0586	162.0382	18.3451	0.0040%
	"Seward County, NE"	"31159"	"2018"	"2018"	17	17318	Unreliable	57.1843	157.1700	23.8082	0.0016%
	"Seward County, NE"	"31159"	"2019"	"2019"	18	17284	Unreliable	61.7211	164.5900	24.5466	0.0017%
	"Seward County, NE"	"31159"	"2020"	"2020"	19	17186	Unreliable	66.5619	172.6451	25.3631	0.0018%
	"Seward County, NE"	"31159"	"2021 "	"2021"	11	17603	Unreliable	31.1947	111.8109	18.8412	0.0010%
	"Sheridan County, NE"	"31161"	"2018"	"2018"	12	5190	Unreliable	119.4705	403.8844	66.7457	0.0011%
	"Sheridan County, NE"	"31161"	"2019"	"2019"	12	5246	Unreliable	118.1952	399.5730	66.0332	0.0011%
	"Sheridan County, NE"	"31161"	"2020"	"2020"	11	5150	Unreliable	106.6252	382.1763	64.4005	0.0010%
	"Thurston County, NE"	"31173"	"2018"	"2018"	10	7303	Unreliable	65.6634	251.8198	43.3011	0.0009%
	"Valley County, NE"	"31175"	"2019"	"2019"	12	4158	Unreliable	149.1227	504.1270	83.3117	0.0011%
	"Washington County, NE"	"31177"	"2018"	"2018"	26	20667	125.8044	82.1792	184.3324	24.6723	0.0024%
	"Washington County, NE"	"31177"	"2019"	"2019"	13	20729	Unreliable	33.3927	107.2429	17.3938	0.0012%
	"Washington County, NE"	"31177"	"2020"	"2020"	15	20901	Unreliable	40.1672	118.3687	18.5301	0.0014%
	"Washington County, NE"	"31177"	"2021 "	"2021"	25	20969	119.2236	77.1556	175.9979	23.8447	0.0023%
	"Wayne County, NE"	"31179"	"2018"	"2018"	12	9403	Unreliable	65.9419	222.9246	36.8404	0.0011%
	"York County, NE"	"31185"	"2018"	"2018"	11	13772	Unreliable	39.8722	142.9137	24.0824	0.0010%
	"York County, NE"	"31185"	"2019"	"2019"	17	13679	Unreliable	72.3970	198.9817	30.1419	0.0016%
	"York County, NE"	"31185"	"2020"	"2020"	19	13511	Unreliable	84.6668	219.6046	32.2619	0.0018%
	"York County, NE"	"31185"	"2021 "	"2021"	10	14244	Unreliable	33.6661	129.1098	22.2008	0.0009%
	"Churchill County, NV"	"32001"	"2018"	"2018"	48	24440	196.3993	144.8092	260.3961	28.3478	0.0045%
	"Churchill County, NV"	"32001"	"2019"	"2019"	40	24909	160.5845	114.7232	218.6712	25.3906	0.0037%
	"Churchill County, NV"	"32001"	"2020"	"2020"	38	25363	149.8245	106.0248	205.6462	24.3048	0.0035%
	"Churchill County, NV"	"32001"	"2021 "	"2021"	43	25723	167.1656	120.9777	225.1704	25.4925	0.0040%
	"Clark County, NV"	"32003"	"2018"	"2018"	1671	2231647	74.8774	71.2872	78.4676	1.8317	0.1554%
	"Clark County, NV"	"32003"	"2019"	"2019"	1566	2266715	69.0868	65.6650	72.5086	1.7458	0.1457%
	"Clark County, NV"	"32003"	"2020"	"2020"	1610	2315963	69.5175	66.1218	72.9133	1.7325	0.1498%
	"Clark County, NV"	"32003"	"2021 "	"2021"	1433	2292476	62.5088	59.2723	65.7453	1.6513	0.1333%
	"Douglas County, NV"	"32005"	"2018"	"2018"	45	48467	92.8467	67.7233	124.2363	13.8408	0.0042%
	"Douglas County, NV"	"32005"	"2019"	"2019"	46	48905	94.0599	68.8641	125.4628	13.8684	0.0043%
	"Douglas County, NV"	"32005"	"2020"	"2020"	53	49088	107.9694	80.8766	141.2261	14.8307	0.0049%
	"Douglas County, NV"	"32005"	"2021 "	"2021"	53	49870	106.2763	79.6084	139.0116	14.5982	0.0049%
	"Elko County, NV"	"32007"	"2018"	"2018"	45	52460	85.7796	62.5685	114.7800	12.7873	0.0042%
	"Elko County, NV"	"32007"	"2019"	"2019"	35	52778	66.3155	46.1914	92.2290	11.2094	0.0033%
	"Elko County, NV"	"32007"	"2020"	"2020"	35	53006	66.0303	45.9927	91.8322	11.1612	0.0033%
	"Elko County, NV"	"32007"	"2021 "	"2021"	34	53915	63.0622	43.6725	88.1232	10.8151	0.0032%
	"Humboldt County, NV"	"32013"	"2018"	"2018"	18	16786	Unreliable	63.5522	169.4730	25.2749	0.0017%
	"Humboldt County, NV"	"32013"	"2019"	"2019"	12	16831	Unreliable	36.8399	124.5416	20.5817	0.0011%
	"Humboldt County, NV"	"32013"	"2020"	"2020"	15	16962	Unreliable	49.4950	145.8569	22.8333	0.0014%
	"Humboldt County, NV"	"32013"	"2021 "	"2021"	21	17648	118.9937	73.6595	181.8949	25.9665	0.0020%
	"Lander County, NV"	"32015"	"2021 "	"2021"	11	5798	Unreliable	94.7085	339.4633	57.2029	0.0010%
	"Lincoln County, NV"	"32017"	"2019"	"2019"	11	5183	Unreliable	105.9464	379.7430	63.9904	0.0010%
	"Lyon County, NV"	"32019"	"2018"	"2018"	64	55808	114.6789	88.3165	146.4427	14.3349	0.0060%
	"Lyon County, NV"	"32019"	"2019"	"2019"	78	57510	135.6286	107.2090	169.2713	15.3569	0.0073%
	"Lyon County, NV"	"32019"	"2020"	"2020"	82	58319	140.6060	111.8282	174.5286	15.5273	0.0076%
	"Lyon County, NV"	"32019"	"2021 "	"2021"	82	60903	134.6403	107.0835	167.1237	14.8685	0.0076%
	"Mineral County, NV"	"32021"	"2018"	"2018"	10	4514	Unreliable	106.2339	407.4081	70.0549	0.0009%
	"Mineral County, NV"	"32021"	"2020"	"2020"	12	4518	Unreliable	137.2404	463.9575	76.6733	0.0011%
	"Nye County, NV"	"32023"	"2018"	"2018"	104	45346	229.3477	185.2685	273.4269	22.4894	0.0097%
	"Nye County, NV"	"32023"	"2019"	"2019"	101	46523	217.0969	174.7571	259.4367	21.6020	0.0094%
	"Nye County, NV"	"32023"	"2020"	"2020"	99	48054	206.0182	167.4413	250.8190	20.7056	0.0092%
	"Nye County, NV"	"32023"	"2021 "	"2021"	97	53450	181.4780	147.1660	221.3887	18.4263	0.0090%
	"Pershing County, NV"	"32027"	"2018"	"2018"	11	6666	Unreliable	82.3762	295.2607	49.7543	0.0010%
	"Pershing County, NV"	"32027"	"2020"	"2020"	10	6573	Unreliable	72.9560	279.7870	48.1101	0.0009%
	"Pershing County, NV"	"32027"	"2021 "	"2021"	11	6741	Unreliable	81.4597	291.9757	49.2008	0.0010%
	"Washoe County, NV"	"32031"	"2018"	"2018"	388	465735	83.3092	75.0196	91.5988	4.2294	0.0361%
	"Washoe County, NV"	"32031"	"2019"	"2019"	403	471519	85.4685	77.1238	93.8131	4.2575	0.0375%
	"Washoe County, NV"	"32031"	"2020"	"2020"	393	477082	82.3758	74.2314	90.5202	4.1553	0.0366%
	"Washoe County, NV"	"32031"	"2021 "	"2021"	352	493392	71.3429	63.8898	78.7959	3.8026	0.0327%
	"White Pine County, NV"	"32033"	"2018"	"2018"	13	9475	Unreliable	73.0552	234.6215	38.0533	0.0012%
	"Carson City, NV"	"32510"	"2018"	"2018"	99	55414	178.6552	145.2020	217.5056	17.9555	0.0092%
	"Carson City, NV"	"32510"	"2019"	"2019"	91	55916	162.7441	131.0318	199.8140	17.0602	0.0085%
	"Carson City, NV"	"32510"	"2020"	"2020"	93	56034	165.9707	133.9599	203.3257	17.2104	0.0087%
	"Carson City, NV"	"32510"	"2021 "	"2021"	84	58993	142.3898	113.5758	176.2885	15.5360	0.0078%
	"Belknap County, NH"	"33001"	"2018"	"2018"	91	61022	149.1265	120.0677	183.0946	15.6327	0.0085%
	"Belknap County, NH"	"33001"	"2019"	"2019"	72	61303	117.4494	91.8971	147.9075	13.8415	0.0067%
	"Belknap County, NH"	"33001"	"2020"	"2020"	68	61551	110.4775	85.7902	140.0567	13.3974	0.0063%
	"Belknap County, NH"	"33001"	"2021 "	"2021"	72	64460	111.6972	87.3963	140.6636	13.1636	0.0067%
	"Carroll County, NH"	"33003"	"2018"	"2018"	65	48779	133.2541	102.8428	169.8430	16.5281	0.0060%
	"Carroll County, NH"	"33003"	"2019"	"2019"	57	48910	116.5406	88.2667	150.9923	15.4362	0.0053%
	"Carroll County, NH"	"33003"	"2020"	"2020"	31	49167	63.0504	42.8396	89.4950	11.3242	0.0029%
	"Carroll County, NH"	"33003"	"2021 "	"2021"	60	51500	116.5049	88.9060	149.9650	15.0407	0.0056%
	"Cheshire County, NH"	"33005"	"2018"	"2018"	96	76493	125.5017	101.6564	153.2589	12.8090	0.0089%
	"Cheshire County, NH"	"33005"	"2019"	"2019"	73	76085	95.9453	75.2058	120.6369	11.2296	0.0068%
	"Cheshire County, NH"	"33005"	"2020"	"2020"	64	76228	83.9587	64.6582	107.2135	10.4948	0.0060%
	"Cheshire County, NH"	"33005"	"2021 "	"2021"	69	77329	89.2291	69.4256	112.9248	10.7419	0.0064%
	"Coos County, NH"	"33007"	"2018"	"2018"	57	31589	180.4426	136.6654	233.7850	23.9002	0.0053%
	"Coos County, NH"	"33007"	"2019"	"2019"	57	31563	180.5912	136.7780	233.9776	23.9199	0.0053%
	"Coos County, NH"	"33007"	"2020"	"2020"	39	31174	125.1043	88.9616	171.0213	20.0327	0.0036%
	"Coos County, NH"	"33007"	"2021 "	"2021"	46	31289	147.0165	107.6352	196.0995	21.6764	0.0043%
	"Grafton County, NH"	"33009"	"2018"	"2018"	94	89786	104.6934	84.6027	128.1185	10.7983	0.0087%
	"Grafton County, NH"	"33009"	"2019"	"2019"	86	89886	95.6767	76.5290	118.1598	10.3171	0.0080%
	"Grafton County, NH"	"33009"	"2020"	"2020"	78	90691	86.0063	67.9846	107.3402	9.7383	0.0073%
	"Grafton County, NH"	"33009"	"2021 "	"2021"	66	92201	71.5827	55.3621	91.0711	8.8112	0.0061%
	"Hillsborough County, NH"	"33011"	"2018"	"2018"	367	415247	88.3811	79.3388	97.4235	4.6135	0.0341%
	"Hillsborough County, NH"	"33011"	"2019"	"2019"	359	417025	86.0860	77.1808	94.9911	4.5434	0.0334%
	"Hillsborough County, NH"	"33011"	"2020"	"2020"	304	418735	72.5996	64.4384	80.7608	4.1639	0.0283%
	"Hillsborough County, NH"	"33011"	"2021 "	"2021"	278	424079	65.5538	57.8478	73.2599	3.9317	0.0259%
	"Merrimack County, NH"	"33013"	"2018"	"2018"	153	151132	101.2360	85.1945	117.2775	8.1844	0.0142%
	"Merrimack County, NH"	"33013"	"2019"	"2019"	133	151391	87.8520	72.9212	102.7827	7.6177	0.0124%
