GEOID,month,year,Notes,County,Year,Month,Month Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,ID,mean_ch4
31055,06,2021,NA,"Douglas County, NE",2021,Jun.,2021/06,24,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1939.5900065104167
31055,06,2021,NA,"Douglas County, NE",2021,Jun.,2021/06,26,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1939.5900065104167
31055,07,2018,NA,"Douglas County, NE",2018,Jul.,2018/07,43,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1871.2649841308594
31055,07,2019,NA,"Douglas County, NE",2019,Jul.,2019/07,26,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1873.018330891927
31055,07,2019,NA,"Douglas County, NE",2019,Jul.,2019/07,29,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1873.018330891927
31055,07,2020,NA,"Douglas County, NE",2020,Jul.,2020/07,29,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1904.6100260416667
31055,07,2020,NA,"Douglas County, NE",2020,Jul.,2020/07,25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1904.6100260416667
31055,07,2021,NA,"Douglas County, NE",2021,Jul.,2021/07,38,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1904.9024963378906
31055,07,2021,NA,"Douglas County, NE",2021,Jul.,2021/07,18,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1904.9024963378906
31055,08,2018,NA,"Douglas County, NE",2018,Aug.,2018/08,32,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1861.6900146484375
31055,08,2019,NA,"Douglas County, NE",2019,Aug.,2019/08,27,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1885.6400146484375
31055,08,2019,NA,"Douglas County, NE",2019,Aug.,2019/08,30,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1885.6400146484375
31055,08,2020,NA,"Douglas County, NE",2020,Aug.,2020/08,27,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1877.4999877929688
31055,08,2020,NA,"Douglas County, NE",2020,Aug.,2020/08,25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1877.4999877929688
31055,08,2021,NA,"Douglas County, NE",2021,Aug.,2021/08,27,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1931.6228724888392
31055,08,2021,NA,"Douglas County, NE",2021,Aug.,2021/08,33,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1931.6228724888392
31055,09,2018,NA,"Douglas County, NE",2018,Sep.,2018/09,21,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1850.8299560546875
31055,09,2019,NA,"Douglas County, NE",2019,Sep.,2019/09,23,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1860.9000244140625
31055,09,2019,NA,"Douglas County, NE",2019,Sep.,2019/09,24,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1860.9000244140625
31055,09,2020,NA,"Douglas County, NE",2020,Sep.,2020/09,32,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1875.4100138346355
31055,09,2020,NA,"Douglas County, NE",2020,Sep.,2020/09,25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1875.4100138346355
31055,09,2021,NA,"Douglas County, NE",2021,Sep.,2021/09,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1897.4383138020833
31055,09,2021,NA,"Douglas County, NE",2021,Sep.,2021/09,42,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1897.4383138020833
31055,10,2019,NA,"Douglas County, NE",2019,Oct.,2019/10,42,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1862.0650329589844
31055,10,2019,NA,"Douglas County, NE",2019,Oct.,2019/10,25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1862.0650329589844
31055,10,2020,NA,"Douglas County, NE",2020,Oct.,2020/10,33,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1855.6600341796875
31055,10,2020,NA,"Douglas County, NE",2020,Oct.,2020/10,33,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1855.6600341796875
31055,10,2021,NA,"Douglas County, NE",2021,Oct.,2021/10,26,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1876.81005859375
31055,10,2021,NA,"Douglas County, NE",2021,Oct.,2021/10,25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1876.81005859375
31055,11,2018,NA,"Douglas County, NE",2018,Nov.,2018/11,28,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1835.6099853515625
31055,11,2019,NA,"Douglas County, NE",2019,Nov.,2019/11,34,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1854.7350463867188
31055,11,2019,NA,"Douglas County, NE",2019,Nov.,2019/11,34,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1854.7350463867188
31055,11,2020,NA,"Douglas County, NE",2020,Nov.,2020/11,40,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1872.949951171875
31055,11,2020,NA,"Douglas County, NE",2020,Nov.,2020/11,42,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1872.949951171875
31055,12,2018,NA,"Douglas County, NE",2018,Dec.,2018/12,31,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1863.510009765625
31055,12,2019,NA,"Douglas County, NE",2019,Dec.,2019/12,48,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1796.8599853515625
31055,12,2019,NA,"Douglas County, NE",2019,Dec.,2019/12,26,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1796.8599853515625
31079,01,2018,NA,"Hall County, NE",2018,Jan.,2018/01,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1844.4200439453125
31079,01,2019,NA,"Hall County, NE",2019,Jan.,2019/01,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1842.4200439453125
31079,09,2020,NA,"Hall County, NE",2020,Sep.,2020/09,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1870.8421456473213
31109,01,2019,NA,"Lancaster County, NE",2019,Jan.,2019/01,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1896.719970703125
31109,01,2019,NA,"Lancaster County, NE",2019,Jan.,2019/01,34,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1896.719970703125
31109,01,2021,NA,"Lancaster County, NE",2021,Jan.,2021/01,25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1869.9000244140625
31109,01,2021,NA,"Lancaster County, NE",2021,Jan.,2021/01,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1869.9000244140625
31109,02,2018,NA,"Lancaster County, NE",2018,Feb.,2018/02,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1848.550048828125
31109,02,2019,NA,"Lancaster County, NE",2019,Feb.,2019/02,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1844.3299560546875
31109,02,2019,NA,"Lancaster County, NE",2019,Feb.,2019/02,22,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1844.3299560546875
31109,02,2020,NA,"Lancaster County, NE",2020,Feb.,2020/02,17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1854.4100341796875
31109,02,2021,NA,"Lancaster County, NE",2021,Feb.,2021/02,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1892.280029296875
31109,02,2021,NA,"Lancaster County, NE",2021,Feb.,2021/02,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1892.280029296875
31109,03,2018,NA,"Lancaster County, NE",2018,Mar.,2018/03,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1855.780029296875
31109,03,2019,NA,"Lancaster County, NE",2019,Mar.,2019/03,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1845.2050170898438
31109,03,2019,NA,"Lancaster County, NE",2019,Mar.,2019/03,23,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1845.2050170898438
31109,04,2020,NA,"Lancaster County, NE",2020,Apr.,2020/04,21,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1857.8199462890625
31109,04,2020,NA,"Lancaster County, NE",2020,Apr.,2020/04,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1857.8199462890625
31109,05,2018,NA,"Lancaster County, NE",2018,May,2018/05,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1863.3600463867188
31109,05,2019,NA,"Lancaster County, NE",2019,May,2019/05,25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1854.77001953125
31109,05,2020,NA,"Lancaster County, NE",2020,May,2020/05,18,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1897.6999918619792
31109,05,2020,NA,"Lancaster County, NE",2020,May,2020/05,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1897.6999918619792
31109,05,2021,NA,"Lancaster County, NE",2021,May,2021/05,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1877.1499633789062
31109,05,2021,NA,"Lancaster County, NE",2021,May,2021/05,26,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1877.1499633789062
31109,06,2018,NA,"Lancaster County, NE",2018,Jun.,2018/06,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1879.826025390625
31109,06,2019,NA,"Lancaster County, NE",2019,Jun.,2019/06,17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1861.9924926757812
31109,06,2020,NA,"Lancaster County, NE",2020,Jun.,2020/06,20,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1885.9744601779514
31109,06,2020,NA,"Lancaster County, NE",2020,Jun.,2020/06,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1885.9744601779514
31109,06,2021,NA,"Lancaster County, NE",2021,Jun.,2021/06,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1911.7210083007812
31109,07,2018,NA,"Lancaster County, NE",2018,Jul.,2018/07,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1862.9087600708008
31109,07,2019,NA,"Lancaster County, NE",2019,Jul.,2019/07,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1871.6499962439905
31109,07,2019,NA,"Lancaster County, NE",2019,Jul.,2019/07,17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1871.6499962439905
31109,07,2020,NA,"Lancaster County, NE",2020,Jul.,2020/07,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1908.5816650390625
31109,07,2020,NA,"Lancaster County, NE",2020,Jul.,2020/07,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1908.5816650390625
31109,07,2021,NA,"Lancaster County, NE",2021,Jul.,2021/07,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1908.814990234375
31109,08,2018,NA,"Lancaster County, NE",2018,Aug.,2018/08,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1870.1150024414062
31109,08,2019,NA,"Lancaster County, NE",2019,Aug.,2019/08,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1858.2216796875
31109,08,2019,NA,"Lancaster County, NE",2019,Aug.,2019/08,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1858.2216796875
31109,08,2020,NA,"Lancaster County, NE",2020,Aug.,2020/08,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1884.8399939903845
31109,08,2020,NA,"Lancaster County, NE",2020,Aug.,2020/08,18,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1884.8399939903845
31109,08,2021,NA,"Lancaster County, NE",2021,Aug.,2021/08,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1907.1755004882812
31109,09,2018,NA,"Lancaster County, NE",2018,Sep.,2018/09,17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1859.6099700927734
31109,09,2019,NA,"Lancaster County, NE",2019,Sep.,2019/09,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1891.3199462890625
31109,09,2019,NA,"Lancaster County, NE",2019,Sep.,2019/09,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1891.3199462890625
31109,09,2020,NA,"Lancaster County, NE",2020,Sep.,2020/09,18,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1863.6457345145088
31109,09,2020,NA,"Lancaster County, NE",2020,Sep.,2020/09,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1863.6457345145088
31109,09,2021,NA,"Lancaster County, NE",2021,Sep.,2021/09,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1898.2366672092014
31109,10,2018,NA,"Lancaster County, NE",2018,Oct.,2018/10,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1899.68994140625
31109,10,2019,NA,"Lancaster County, NE",2019,Oct.,2019/10,23,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1870.1233520507812
31109,10,2020,NA,"Lancaster County, NE",2020,Oct.,2020/10,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1866.97998046875
31109,10,2020,NA,"Lancaster County, NE",2020,Oct.,2020/10,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1866.97998046875
31109,10,2021,NA,"Lancaster County, NE",2021,Oct.,2021/10,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1904.46201171875
31109,10,2021,NA,"Lancaster County, NE",2021,Oct.,2021/10,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1904.46201171875
31109,11,2019,NA,"Lancaster County, NE",2019,Nov.,2019/11,21,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1822.760009765625
31109,11,2019,NA,"Lancaster County, NE",2019,Nov.,2019/11,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1822.760009765625
31109,11,2020,NA,"Lancaster County, NE",2020,Nov.,2020/11,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1895.0050048828125
31109,11,2020,NA,"Lancaster County, NE",2020,Nov.,2020/11,26,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1895.0050048828125
31109,12,2018,NA,"Lancaster County, NE",2018,Dec.,2018/12,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1827.449951171875
31109,12,2019,NA,"Lancaster County, NE",2019,Dec.,2019/12,22,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1833.9099731445312
31109,12,2019,NA,"Lancaster County, NE",2019,Dec.,2019/12,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1833.9099731445312
31109,12,2020,NA,"Lancaster County, NE",2020,Dec.,2020/12,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1851.5449829101562
31109,12,2020,NA,"Lancaster County, NE",2020,Dec.,2020/12,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1851.5449829101562
31111,03,2021,NA,"Lincoln County, NE",2021,Mar.,2021/03,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1874.2533365885417
31153,01,2019,NA,"Sarpy County, NE",2019,Jan.,2019/01,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1875.75
31153,01,2020,NA,"Sarpy County, NE",2020,Jan.,2020/01,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1835.0700073242188
31153,01,2020,NA,"Sarpy County, NE",2020,Jan.,2020/01,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1835.0700073242188
31153,01,2021,NA,"Sarpy County, NE",2021,Jan.,2021/01,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1854.47998046875
31153,03,2018,NA,"Sarpy County, NE",2018,Mar.,2018/03,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1855.2099609375
31153,04,2020,NA,"Sarpy County, NE",2020,Apr.,2020/04,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1850.760009765625
31153,04,2020,NA,"Sarpy County, NE",2020,Apr.,2020/04,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1850.760009765625
31153,06,2020,NA,"Sarpy County, NE",2020,Jun.,2020/06,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1893.7628696986608
31153,07,2020,NA,"Sarpy County, NE",2020,Jul.,2020/07,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1903.2449951171875
31153,09,2021,NA,"Sarpy County, NE",2021,Sep.,2021/09,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1916.9233805338542
31153,10,2019,NA,"Sarpy County, NE",2019,Oct.,2019/10,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1878.3300374348958
31153,10,2020,NA,"Sarpy County, NE",2020,Oct.,2020/10,10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1880.6900024414062
31153,12,2019,NA,"Sarpy County, NE",2019,Dec.,2019/12,11,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1806.27001953125
32003,01,2018,NA,"Clark County, NV",2018,Jan.,2018/01,77,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1846.4885777064733
32003,01,2019,NA,"Clark County, NV",2019,Jan.,2019/01,142,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1842.9601684570312
32003,01,2019,NA,"Clark County, NV",2019,Jan.,2019/01,92,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1842.9601684570312
32003,01,2019,NA,"Clark County, NV",2019,Jan.,2019/01,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1842.9601684570312
32003,01,2020,NA,"Clark County, NV",2020,Jan.,2020/01,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1832.1242494936344
32003,01,2020,NA,"Clark County, NV",2020,Jan.,2020/01,95,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1832.1242494936344
32003,01,2020,NA,"Clark County, NV",2020,Jan.,2020/01,152,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1832.1242494936344
32003,01,2021,NA,"Clark County, NV",2021,Jan.,2021/01,113,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1869.171390109592
32003,01,2021,NA,"Clark County, NV",2021,Jan.,2021/01,23,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1869.171390109592
32003,01,2021,NA,"Clark County, NV",2021,Jan.,2021/01,123,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1869.171390109592
32003,02,2018,NA,"Clark County, NV",2018,Feb.,2018/02,79,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1840.5932835170202
32003,02,2018,NA,"Clark County, NV",2018,Feb.,2018/02,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1840.5932835170202
32003,02,2020,NA,"Clark County, NV",2020,Feb.,2020/02,171,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1850.301014811198
32003,02,2020,NA,"Clark County, NV",2020,Feb.,2020/02,69,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1850.301014811198
32003,02,2020,NA,"Clark County, NV",2020,Feb.,2020/02,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1850.301014811198
32003,02,2021,NA,"Clark County, NV",2021,Feb.,2021/02,123,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1858.1330159505208
32003,02,2021,NA,"Clark County, NV",2021,Feb.,2021/02,36,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1858.1330159505208
32003,02,2021,NA,"Clark County, NV",2021,Feb.,2021/02,99,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1858.1330159505208
32003,03,2018,NA,"Clark County, NV",2018,Mar.,2018/03,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1842.5287475585938
32003,03,2018,NA,"Clark County, NV",2018,Mar.,2018/03,89,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1842.5287475585938
32003,03,2019,NA,"Clark County, NV",2019,Mar.,2019/03,90,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1862.341071719215
32003,03,2019,NA,"Clark County, NV",2019,Mar.,2019/03,159,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1862.341071719215
32003,03,2019,NA,"Clark County, NV",2019,Mar.,2019/03,15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1862.341071719215
32003,03,2020,NA,"Clark County, NV",2020,Mar.,2020/03,69,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1852.5180053710938
32003,03,2020,NA,"Clark County, NV",2020,Mar.,2020/03,17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1852.5180053710938
32003,03,2020,NA,"Clark County, NV",2020,Mar.,2020/03,183,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1852.5180053710938
32003,03,2021,NA,"Clark County, NV",2021,Mar.,2021/03,20,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1891.9723670959472
32003,03,2021,NA,"Clark County, NV",2021,Mar.,2021/03,100,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1891.9723670959472
32003,03,2021,NA,"Clark County, NV",2021,Mar.,2021/03,102,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1891.9723670959472
32003,04,2018,NA,"Clark County, NV",2018,Apr.,2018/04,13,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1867.422501627604
32003,04,2018,NA,"Clark County, NV",2018,Apr.,2018/04,75,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1867.422501627604
32003,04,2019,NA,"Clark County, NV",2019,Apr.,2019/04,152,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1859.0592744954427
32003,04,2019,NA,"Clark County, NV",2019,Apr.,2019/04,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1859.0592744954427
32003,04,2019,NA,"Clark County, NV",2019,Apr.,2019/04,87,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1859.0592744954427
32003,04,2020,NA,"Clark County, NV",2020,Apr.,2020/04,79,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1868.4475906937212
32003,04,2020,NA,"Clark County, NV",2020,Apr.,2020/04,32,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1868.4475906937212
32003,04,2020,NA,"Clark County, NV",2020,Apr.,2020/04,132,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1868.4475906937212
32003,04,2021,NA,"Clark County, NV",2021,Apr.,2021/04,71,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1869.316032409668
32003,04,2021,NA,"Clark County, NV",2021,Apr.,2021/04,102,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1869.316032409668
32003,04,2021,NA,"Clark County, NV",2021,Apr.,2021/04,25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1869.316032409668
32003,05,2018,NA,"Clark County, NV",2018,May,2018/05,88,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1868.31953198982
32003,05,2018,NA,"Clark County, NV",2018,May,2018/05,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1868.31953198982
32003,05,2019,NA,"Clark County, NV",2019,May,2019/05,96,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1868.0061238606772
32003,05,2019,NA,"Clark County, NV",2019,May,2019/05,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1868.0061238606772
32003,05,2019,NA,"Clark County, NV",2019,May,2019/05,123,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1868.0061238606772
32003,05,2020,NA,"Clark County, NV",2020,May,2020/05,81,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1875.9208056327625
32003,05,2020,NA,"Clark County, NV",2020,May,2020/05,98,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1875.9208056327625
32003,05,2020,NA,"Clark County, NV",2020,May,2020/05,27,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1875.9208056327625
32003,05,2021,NA,"Clark County, NV",2021,May,2021/05,27,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1889.0617463082979
32003,05,2021,NA,"Clark County, NV",2021,May,2021/05,76,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1889.0617463082979
32003,05,2021,NA,"Clark County, NV",2021,May,2021/05,115,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1889.0617463082979
32003,06,2018,NA,"Clark County, NV",2018,Jun.,2018/06,14,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1877.8460093180338
32003,06,2018,NA,"Clark County, NV",2018,Jun.,2018/06,82,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1877.8460093180338
32003,06,2019,NA,"Clark County, NV",2019,Jun.,2019/06,85,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1878.4475763494318
32003,06,2019,NA,"Clark County, NV",2019,Jun.,2019/06,12,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1878.4475763494318
32003,06,2019,NA,"Clark County, NV",2019,Jun.,2019/06,128,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1878.4475763494318
32003,06,2020,NA,"Clark County, NV",2020,Jun.,2020/06,19,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1883.1377961129854
32003,06,2020,NA,"Clark County, NV",2020,Jun.,2020/06,107,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1883.1377961129854
32003,06,2020,NA,"Clark County, NV",2020,Jun.,2020/06,89,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1883.1377961129854
32003,06,2021,NA,"Clark County, NV",2021,Jun.,2021/06,20,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1883.8401835123698
32003,06,2021,NA,"Clark County, NV",2021,Jun.,2021/06,111,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1883.8401835123698
32003,06,2021,NA,"Clark County, NV",2021,Jun.,2021/06,82,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1883.8401835123698
32003,07,2018,NA,"Clark County, NV",2018,Jul.,2018/07,87,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1910.062032063802
32003,07,2018,NA,"Clark County, NV",2018,Jul.,2018/07,23,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1910.062032063802
32003,07,2019,NA,"Clark County, NV",2019,Jul.,2019/07,108,Not Applicable,Not Applicable,Not Applicable,Not Applicable,respiratory,1866.0469991048176
32003,07,2019,NA,"Clark County, NV",2019,Jul.,2019/07,17,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1866.0469991048176
32003,07,2019,NA,"Clark County, NV",2019,Jul.,2019/07,75,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1866.0469991048176
32003,07,2020,NA,"Clark County, NV",2020,Jul.,2020/07,26,Not Applicable,Not Applicable,Not Applicable,Not Applicable,methane,1881.4318542480469
32003,07,2020,NA,"Clark County, NV",2020,Jul.,2020/07,87,Not Applicable,Not Applicable,Not Applicable,Not Applicable,mh,1881.4318542480469
