"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Washtenaw County, MI"	"26161"	"Dec., 2018"	"2018/12"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"Jan., 2018"	"2018/01"	211	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"Feb., 2018"	"2018/02"	192	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"Mar., 2018"	"2018/03"	143	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"Apr., 2018"	"2018/04"	145	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"May, 2018"	"2018/05"	110	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"Jun., 2018"	"2018/06"	115	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"Jul., 2018"	"2018/07"	105	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"Aug., 2018"	"2018/08"	98	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"Sep., 2018"	"2018/09"	101	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"Oct., 2018"	"2018/10"	120	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"Nov., 2018"	"2018/11"	125	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wayne County, MI"	"26163"	"Dec., 2018"	"2018/12"	144	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"Jan., 2018"	"2018/01"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"Feb., 2018"	"2018/02"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"Mar., 2018"	"2018/03"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"Apr., 2018"	"2018/04"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"May, 2018"	"2018/05"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"Jun., 2018"	"2018/06"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"Aug., 2018"	"2018/08"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"Sep., 2018"	"2018/09"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"Oct., 2018"	"2018/10"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"Nov., 2018"	"2018/11"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"Dec., 2018"	"2018/12"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Chisago County, MN"	"27025"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Crow Wing County, MN"	"27035"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dakota County, MN"	"27037"	"Jan., 2018"	"2018/01"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dakota County, MN"	"27037"	"Feb., 2018"	"2018/02"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dakota County, MN"	"27037"	"Mar., 2018"	"2018/03"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dakota County, MN"	"27037"	"Apr., 2018"	"2018/04"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dakota County, MN"	"27037"	"May, 2018"	"2018/05"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dakota County, MN"	"27037"	"Jun., 2018"	"2018/06"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dakota County, MN"	"27037"	"Jul., 2018"	"2018/07"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dakota County, MN"	"27037"	"Aug., 2018"	"2018/08"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dakota County, MN"	"27037"	"Sep., 2018"	"2018/09"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dakota County, MN"	"27037"	"Oct., 2018"	"2018/10"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dakota County, MN"	"27037"	"Nov., 2018"	"2018/11"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dakota County, MN"	"27037"	"Dec., 2018"	"2018/12"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"Jan., 2018"	"2018/01"	110	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"Feb., 2018"	"2018/02"	74	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"Mar., 2018"	"2018/03"	61	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"Apr., 2018"	"2018/04"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"May, 2018"	"2018/05"	48	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"Jun., 2018"	"2018/06"	58	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"Jul., 2018"	"2018/07"	55	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"Aug., 2018"	"2018/08"	52	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"Sep., 2018"	"2018/09"	51	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"Oct., 2018"	"2018/10"	57	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"Nov., 2018"	"2018/11"	47	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hennepin County, MN"	"27053"	"Dec., 2018"	"2018/12"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"Feb., 2018"	"2018/02"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"Apr., 2018"	"2018/04"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"Dec., 2018"	"2018/12"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"May, 2018"	"2018/05"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ramsey County, MN"	"27123"	"Jan., 2018"	"2018/01"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ramsey County, MN"	"27123"	"Feb., 2018"	"2018/02"	50	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ramsey County, MN"	"27123"	"Mar., 2018"	"2018/03"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ramsey County, MN"	"27123"	"Apr., 2018"	"2018/04"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ramsey County, MN"	"27123"	"May, 2018"	"2018/05"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ramsey County, MN"	"27123"	"Jun., 2018"	"2018/06"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ramsey County, MN"	"27123"	"Jul., 2018"	"2018/07"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ramsey County, MN"	"27123"	"Aug., 2018"	"2018/08"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ramsey County, MN"	"27123"	"Sep., 2018"	"2018/09"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ramsey County, MN"	"27123"	"Oct., 2018"	"2018/10"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ramsey County, MN"	"27123"	"Nov., 2018"	"2018/11"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ramsey County, MN"	"27123"	"Dec., 2018"	"2018/12"	41	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MN"	"27137"	"Jan., 2018"	"2018/01"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MN"	"27137"	"Feb., 2018"	"2018/02"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MN"	"27137"	"Mar., 2018"	"2018/03"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MN"	"27137"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MN"	"27137"	"May, 2018"	"2018/05"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MN"	"27137"	"Jun., 2018"	"2018/06"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MN"	"27137"	"Jul., 2018"	"2018/07"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MN"	"27137"	"Aug., 2018"	"2018/08"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MN"	"27137"	"Sep., 2018"	"2018/09"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MN"	"27137"	"Oct., 2018"	"2018/10"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MN"	"27137"	"Nov., 2018"	"2018/11"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MN"	"27137"	"Dec., 2018"	"2018/12"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Scott County, MN"	"27139"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"Jan., 2018"	"2018/01"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"May, 2018"	"2018/05"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"Jun., 2018"	"2018/06"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, MN"	"27163"	"Jan., 2018"	"2018/01"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, MN"	"27163"	"Jun., 2018"	"2018/06"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, MN"	"27163"	"Jul., 2018"	"2018/07"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, MN"	"27163"	"Sep., 2018"	"2018/09"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, MN"	"27163"	"Oct., 2018"	"2018/10"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, MN"	"27163"	"Dec., 2018"	"2018/12"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Wright County, MN"	"27171"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alcorn County, MS"	"28003"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Bolivar County, MS"	"28011"	"Dec., 2018"	"2018/12"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Covington County, MS"	"28031"	"Jan., 2018"	"2018/01"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DeSoto County, MS"	"28033"	"Jan., 2018"	"2018/01"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DeSoto County, MS"	"28033"	"Feb., 2018"	"2018/02"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DeSoto County, MS"	"28033"	"Mar., 2018"	"2018/03"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DeSoto County, MS"	"28033"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DeSoto County, MS"	"28033"	"May, 2018"	"2018/05"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DeSoto County, MS"	"28033"	"Jun., 2018"	"2018/06"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DeSoto County, MS"	"28033"	"Jul., 2018"	"2018/07"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DeSoto County, MS"	"28033"	"Aug., 2018"	"2018/08"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DeSoto County, MS"	"28033"	"Sep., 2018"	"2018/09"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DeSoto County, MS"	"28033"	"Oct., 2018"	"2018/10"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DeSoto County, MS"	"28033"	"Nov., 2018"	"2018/11"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"DeSoto County, MS"	"28033"	"Dec., 2018"	"2018/12"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Forrest County, MS"	"28035"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Forrest County, MS"	"28035"	"Feb., 2018"	"2018/02"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Forrest County, MS"	"28035"	"Nov., 2018"	"2018/11"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Forrest County, MS"	"28035"	"Dec., 2018"	"2018/12"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hancock County, MS"	"28045"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Harrison County, MS"	"28047"	"Jan., 2018"	"2018/01"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Harrison County, MS"	"28047"	"Feb., 2018"	"2018/02"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Harrison County, MS"	"28047"	"Mar., 2018"	"2018/03"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Harrison County, MS"	"28047"	"Apr., 2018"	"2018/04"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Harrison County, MS"	"28047"	"May, 2018"	"2018/05"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Harrison County, MS"	"28047"	"Jun., 2018"	"2018/06"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Harrison County, MS"	"28047"	"Jul., 2018"	"2018/07"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Harrison County, MS"	"28047"	"Aug., 2018"	"2018/08"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Harrison County, MS"	"28047"	"Sep., 2018"	"2018/09"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Harrison County, MS"	"28047"	"Oct., 2018"	"2018/10"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Harrison County, MS"	"28047"	"Nov., 2018"	"2018/11"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Harrison County, MS"	"28047"	"Dec., 2018"	"2018/12"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hinds County, MS"	"28049"	"Jan., 2018"	"2018/01"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hinds County, MS"	"28049"	"Feb., 2018"	"2018/02"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hinds County, MS"	"28049"	"Mar., 2018"	"2018/03"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hinds County, MS"	"28049"	"Apr., 2018"	"2018/04"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hinds County, MS"	"28049"	"May, 2018"	"2018/05"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hinds County, MS"	"28049"	"Jun., 2018"	"2018/06"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hinds County, MS"	"28049"	"Jul., 2018"	"2018/07"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hinds County, MS"	"28049"	"Aug., 2018"	"2018/08"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hinds County, MS"	"28049"	"Sep., 2018"	"2018/09"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hinds County, MS"	"28049"	"Oct., 2018"	"2018/10"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hinds County, MS"	"28049"	"Dec., 2018"	"2018/12"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MS"	"28059"	"Jan., 2018"	"2018/01"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MS"	"28059"	"Feb., 2018"	"2018/02"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MS"	"28059"	"Mar., 2018"	"2018/03"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MS"	"28059"	"Apr., 2018"	"2018/04"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MS"	"28059"	"May, 2018"	"2018/05"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MS"	"28059"	"Jun., 2018"	"2018/06"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MS"	"28059"	"Jul., 2018"	"2018/07"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MS"	"28059"	"Aug., 2018"	"2018/08"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MS"	"28059"	"Oct., 2018"	"2018/10"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MS"	"28059"	"Nov., 2018"	"2018/11"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jones County, MS"	"28067"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jones County, MS"	"28067"	"Feb., 2018"	"2018/02"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jones County, MS"	"28067"	"Mar., 2018"	"2018/03"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jones County, MS"	"28067"	"Jun., 2018"	"2018/06"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jones County, MS"	"28067"	"Jul., 2018"	"2018/07"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jones County, MS"	"28067"	"Nov., 2018"	"2018/11"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lamar County, MS"	"28073"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lamar County, MS"	"28073"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lauderdale County, MS"	"28075"	"Jan., 2018"	"2018/01"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lauderdale County, MS"	"28075"	"Mar., 2018"	"2018/03"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lauderdale County, MS"	"28075"	"May, 2018"	"2018/05"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lauderdale County, MS"	"28075"	"Jun., 2018"	"2018/06"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lee County, MS"	"28081"	"Jan., 2018"	"2018/01"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lee County, MS"	"28081"	"Feb., 2018"	"2018/02"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lee County, MS"	"28081"	"Mar., 2018"	"2018/03"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lee County, MS"	"28081"	"Apr., 2018"	"2018/04"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lee County, MS"	"28081"	"May, 2018"	"2018/05"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lee County, MS"	"28081"	"Dec., 2018"	"2018/12"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lowndes County, MS"	"28087"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lowndes County, MS"	"28087"	"Feb., 2018"	"2018/02"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, MS"	"28089"	"Apr., 2018"	"2018/04"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, MS"	"28089"	"Jun., 2018"	"2018/06"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Madison County, MS"	"28089"	"Dec., 2018"	"2018/12"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Monroe County, MS"	"28095"	"Nov., 2018"	"2018/11"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pearl River County, MS"	"28109"	"Jan., 2018"	"2018/01"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pearl River County, MS"	"28109"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pearl River County, MS"	"28109"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pearl River County, MS"	"28109"	"Dec., 2018"	"2018/12"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rankin County, MS"	"28121"	"Jan., 2018"	"2018/01"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rankin County, MS"	"28121"	"Feb., 2018"	"2018/02"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rankin County, MS"	"28121"	"Apr., 2018"	"2018/04"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rankin County, MS"	"28121"	"Jun., 2018"	"2018/06"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rankin County, MS"	"28121"	"Jul., 2018"	"2018/07"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rankin County, MS"	"28121"	"Sep., 2018"	"2018/09"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rankin County, MS"	"28121"	"Oct., 2018"	"2018/10"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rankin County, MS"	"28121"	"Dec., 2018"	"2018/12"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Union County, MS"	"28145"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Washington County, MS"	"28151"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Barry County, MO"	"29009"	"Mar., 2018"	"2018/03"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Boone County, MO"	"29019"	"Jan., 2018"	"2018/01"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Boone County, MO"	"29019"	"Feb., 2018"	"2018/02"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Boone County, MO"	"29019"	"Mar., 2018"	"2018/03"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Boone County, MO"	"29019"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Boone County, MO"	"29019"	"May, 2018"	"2018/05"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Boone County, MO"	"29019"	"Aug., 2018"	"2018/08"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Boone County, MO"	"29019"	"Oct., 2018"	"2018/10"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Boone County, MO"	"29019"	"Nov., 2018"	"2018/11"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Buchanan County, MO"	"29021"	"Jan., 2018"	"2018/01"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Buchanan County, MO"	"29021"	"Feb., 2018"	"2018/02"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Buchanan County, MO"	"29021"	"Mar., 2018"	"2018/03"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Buchanan County, MO"	"29021"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Buchanan County, MO"	"29021"	"May, 2018"	"2018/05"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Buchanan County, MO"	"29021"	"Dec., 2018"	"2018/12"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Butler County, MO"	"29023"	"Jan., 2018"	"2018/01"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Butler County, MO"	"29023"	"Feb., 2018"	"2018/02"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Callaway County, MO"	"29027"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Callaway County, MO"	"29027"	"Feb., 2018"	"2018/02"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Camden County, MO"	"29029"	"Jan., 2018"	"2018/01"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Camden County, MO"	"29029"	"Apr., 2018"	"2018/04"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cape Girardeau County, MO"	"29031"	"Jan., 2018"	"2018/01"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cape Girardeau County, MO"	"29031"	"Feb., 2018"	"2018/02"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cape Girardeau County, MO"	"29031"	"Mar., 2018"	"2018/03"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cape Girardeau County, MO"	"29031"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cass County, MO"	"29037"	"Jan., 2018"	"2018/01"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cass County, MO"	"29037"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cass County, MO"	"29037"	"Mar., 2018"	"2018/03"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cass County, MO"	"29037"	"Oct., 2018"	"2018/10"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cass County, MO"	"29037"	"Dec., 2018"	"2018/12"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Christian County, MO"	"29043"	"Jan., 2018"	"2018/01"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Clay County, MO"	"29047"	"Jan., 2018"	"2018/01"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Clay County, MO"	"29047"	"Feb., 2018"	"2018/02"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Clay County, MO"	"29047"	"Mar., 2018"	"2018/03"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Clay County, MO"	"29047"	"Apr., 2018"	"2018/04"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
